Emans GmbH - overseas forwarding -,"info@nissin-eu.com., carrels@forward-engineering.com","+49 6241 42980, +49 6241 429820, +49 6826 935, +49 421, 0797, +49 89 12113289","http://www.emans.de/index.php/en/home-en, https://www.freightnet.com/profile/161287.htm"
Esser Spedition Land- u. Seetransporte,info@spedition-esser.de,"02462 205911, 02462 205913, +49 2462 205911, +49 2462","https://www.aircargobook.com/firms/services/5973/esser-spedition-land-u-seetransporte, https://www.aeodirectory.com/aeo/dettaglio/AEO000011298/"
"Emex Express | Frankfurt Airport, Germany",ops@emexexpress.de.,"+49 170 175, 069 247455289",https://www.emexexpress.de/contact
Eppstein Transport & Marketing,Kurt.Fink@t-online.de,06198 7410,"https://www.cargoyellowpages.com/en/germany/eppstein/freight-forwarders-eppstein-transport-marketing-7109.html, http://www.gruztransport.com/company/2059.htm"
Eurabel International Logistics GmbH,"info@eurabel.de, sales@euroway.group","+49 40 60776550, +49 402364566, 049 40","http://www.eurabel.de/eurabel_impress.html, http://www.gruztransport.com/company/2060.htm"
EXPRESS-CARGO e.K.,"info@cargoexpress.co, ops@emexexpress.de., info@alphacargos.com, hello@topship.africa.","0511, 0851, +491701755500, 069247455289, 080777728, 02013302594","https://www.express-cargo.eu/privacy-policy/, https://www.express-cargo.eu/"
EW Logistics GmbH & Co.KG,"administrative@ewlogistics.net, ylde-info@de.yusen-logistics.com.",+49 421 3031,"https://cargoagent.net/company%20profile/Transport_company/Germany/Troisdorf/EW_Logistics_GmbH_CO__KG(i_223271).html, https://www.ewlogistics.net/en/nous-contacter"
FA & Logistik GmbH,"info@lifa-logistics.de, top@toplogistik.com., info@mplogistik.com.",+49 9281 50813,"https://www.northdata.com/FA+Logistik+GmbH,+Wedel/Amtsgericht+Pinneberg+HRB+7915+PI, https://www.northdata.com/FA+Logistics+GmbH,+Berlin/Amtsgericht+Charlottenburg+%28Berlin%29+HRB+217158+B"
F&O Interfreight GmbH,"ffi@ffihamburg.de, info@interfreight.be, info@inter-freight.co.za.","0110, 0520","http://www.shippingline.org/company/de-7579/F_O_Interfreight_GmbH.html, https://interfreightlogistics.com/contact-us/"
Fairlogis Global Transport & Logistic Solution GmbH,null,+4961427014771,https://www.iata.org/en/publications/directories/cargolink/directory/fairlogis-global-transport--logistic-solutions-gmbh/8347/
FFI Freight Forwarding International Gmbh,"ffi@ffihamburg.de., ffi@ffihamburg.de, contact@gw-freight.com, info@andreas-schmid.de.","+49 40 2866, +49 821 49840","http://mobile.cargoyellowpages.com/company/23852/sendmail/54863, https://www.cargoyellowpages.com/en/germany/hamburg/logistics-inter-freight-logistics-ffi-freight-forwarding-international-gmbh-23852.html"
Fixemer Logistics GmbH,info@fixemer.com,"+49304003302283, +49 6867 500, +49 30 400","https://www.fixemer.com/en/impressum-elogistics#:~:text=email%3A%20info%40fixemer.com, https://www.fixemer.com/en/locations/poland"
Fides Spedition Gmbh,"import@fideslogistics.com, export@fideslogistics.com, m.guler@yekas.com.tr, berlin@fides-dvp.de, info@fides-services.com.","+49 821 480, +49 821 470, +49 30 4202690, +49 89 143829, 090 51","https://fideslogistics.com/en/, https://fideslogistics.com/en/iletisim/"
Firma  Gita,"dynacons@gita.com., sales@gitarefractories.in.",null,"https://www.gita.com/contact/, https://rocketreach.co/gita-devi-email_58262211"
Forwarderworld e.K,info@forwarderworld.net,0494049200046,"http://www.cargoyellowpages.com/en/germany/hamburg/freight-forwarders-forwarderworld-e-k-38556.html, https://forwarderworld.net/"
Freight Systems Co. L.L.C,info@pwl.de.,"0457, 0472","https://freightsystems.com/contact-us/, https://freightsystems.com/"
GAC Internationale Spedition GMBH,"gac@gac.de, gac@gac.de.","+49 421 38916, +49 421, +49 4213891600","https://www.gac.de/index.php?en//Impressum, https://www.gac.de/index.php?en/"
Friedrich Dümmen GmbH & CO KG,Contact@b-v-l.com.,"+49 6052 408, +49 177 780, 0995","https://na.dummenorange.com/site/en/contact?country=DE, https://gb.kompass.com/c/friedrich-dummen-gmbh-co-kg/de140644/"
G.U.S. Sped. Intern.Spedition Gmbh,"info@gus-spedition.de., info@globalsped.de., t.burkhardt@karlgross.de.","+49 30 9171550, +49 30 9171554, 09171550, 09171554","https://www.worldoils.com/supplierdetails.php?id=156939&Company=G.u.S.%20Sped.%20Internationale%20Spedition%20GmbH, https://azfreight.com/freight-forwarder/g-u-s-sped-internationale-spedition-gmbh/"
Gateway Worldwide Heino Juschas GmbH,null,null,
GLL Gefahrgut Ladungssicherung & Logistic GmbH,"gefahrgut@gl-l.de., gefahrgut@gl-l.de","0474, 04035961914, 035960684, 02064, 0318","https://gl-l.de/kontakt/, https://rocketreach.co/torben-lubkert-email_109969141"
Global Falcon Logistics GmbH & Co. KG,"contact@glofalo.com, Gm@falcongl.com., jobs@falcon-logistics.de.","096675, 093 521, 0997704, 01561, 02199","https://www.freightglobal.com/global-falcon-logistics-gmbh-co-kg/, https://www.zoominfo.com/c/glofalo-global-falcon-logistics-gmbh-co-kg/359007438"
GR-SPED Internationale Spedition GmbH,t.burkhardt@karlgross.de.,"+49 4202 62576, +49 4202635600, +49 4218, +49 180 5949260, +49 89 660566, 02635600","http://www.shippingline.org/company/de-8362/GR_SPED_Internationale_Spedition.html, https://www.dnb.com/business-directory/company-profiles.gr-sped_internationale_spedition_gmbh.e6f148d014aca1f0264a3b8cdcf73a97.html"
Go East  West Logistic and Trading Provider e.K.,"info@east-west.lt., office@eastwest-sped.com., prglobal@hikvision.com., cipc@cipc.co.za.","037063290008, 037063290002, 02199, 0118799, +497121334120, 086 100, 02105","https://east-west.lt/, https://www.lusha.com/business/6b95193f5a3d00e9/"
GT-Global Transport Services GmbH,null,"+49 610 7763, 08685","http://mobile.cargoyellowpages.com/country/DE/city/kelsterbach/company/39205, https://www.dnb.com/business-directory/company-profiles.gt_-_global_transport_services_gmbh.439a3d339eb0d0ce913334a180b4bc4a.html"
HLS Hanseatic Logistic Solutions Germany GmbH,"bremen@hlsgermany.com., sales@hls-group.com.",null,"https://hlsgermany.com/kontakt/?lang=en, https://hlsgermany.com/?lang=en"
Haffki Spedition Gmbh,"haffki-spedition@t-online.de, info@andreas-schmid.de.","030835, 0789, +49 1752030835, +49 821 49840","https://haffki-spedition.de/, https://www.haffki-spedition.de/en/home"
GW Forwarding GmbH,contact@gw-freight.com.,"022 6984, +49 40 3022, 0226984, 0806, +49 711932610","https://www.gw-freight.com/english-version/, http://mobile.cargoyellowpages.com/company/38797/sendmail/10905"
Hellmann Worldwide Logistics GmbH & Co. KG,jane.doe@hellmann.com,"+4969677377930, +49 541 605","https://www.hellmann.com/en/contact, https://rocketreach.co/hellman-worldwide-email-format_b58aeb3ef9fe7b58#:~:text=The%20most%20common%20Hellman%20Worldwide,%5Blast%5D%20(ex."
Hoelzer & Co. GmbH.,"info@hoelzer.de., service@holler-krane.de.","06173, +49 6053 8, +49 421 596","https://rocketreach.co/andreas-hoelzer-email_85937980, https://www.hoelzer.de/imprint.html"
HM Shipping+Logistics GmbH,"contact@hamburg-machinery.com., shipping.germany@gac.com, info@2hm-logistics.com., info@hm-heating.de","+494072548640, +49 4022852093, 0339","http://www.hm-shipping.com/contact.html, http://www.shippingline.org/company/de-8645/HM_Shipping_Logistics_GmbH.html"
HMT Hansa Maritim Transport GmbH,"info@hmt.de, info@hmt-automotive.com.","07075913, 0794, 0759, 0864, 070759","https://www.iata.org/en/publications/directories/cargolink/directory/hmt-hansa-maritim-transport-gmbh/8514/, https://www.forwarderspages.com/germany/9357.html"
Hoelzer & Co.GmbH Logistic -since 1930-,"contact@geekmv.com, larry20031@freenet.de, westphal.roland@t-online.de, email@saraharvell.com","051219, 0486, 051220, 042395","https://www.iana.org/assignments/enterprise-numbers.txt, http://www.iana.org/assignments/enterprise-numbers/enterprise-numbers?&page=213"
Interglobal Shipping GmbH,"peter.voss@interglobalshipping.de, info@interglobalshipping.de.",06565,"https://www.interglobalshipping.de/contact/, http://mobile.cargoyellowpages.com/country/DE/city/hamburg/company/7195"
Interglobal Shipping Gmbh,"peter.voss@interglobalshipping.de, info@interglobalshipping.de.",06565,"https://www.interglobalshipping.de/contact/, http://mobile.cargoyellowpages.com/country/DE/city/hamburg/company/7195"
IPM-Shipping & Transport,"sales@ipm.bg., info@ipmgroupuk.com, sales@ipmgroupuk.com, accounts@ipmgroupuk.com",04344,"https://www.ipm-essen.de/exhibitors/exhibitor-service/logistics/, https://shipping-data.com/business/germany/bremen/ipm-shipping-transport-pvt"
Karp & Co. GmbH & Co. KG,"info@reisrobotics.com, ulrich.steiner65@gmail.com.","0380, 0227, 07380, +49 6022 503, +49 7121 51539","https://www.northdata.com/Karp+%26+Co.+GmbH+%26+Co.+KG,+D%C3%BCsseldorf/HRA+23149, https://rocketreach.co/maximilian-karp-email_36361436"
Jmco-Trans Germany,"info@jmco-trans.de., jmco@del3.vsnl.net.in, raman.del@jamesmackintosh.com., support@khmtools.com.ph.","07158, 09801, 089705, 049 7158, 09802, 0259, 0622, +49 23 6250410, +49 23 6244250","http://www.jmco-trans.de/en/contact.php, http://www.jmco-trans.de/en/requestform.php"
Karl Gross Internationale Spedition Gmbh,"info@karlgross.de, t.burkhardt@karlgross.de., m.kollmann@karlgross.de., infohh@karlgross.de.","0421, +49 421, +49 40 37","https://www.karlgross.de/en/contact, https://www.karlgross.de/en/imprint"
KCD Forwarding GmbH,"info@andreas-schmid.de., contact.germany@kerrylogistics.com.","02126, +49 821 49840, +49 171 1270","https://www.northdata.com/KCD+Forwarding+GmbH,+Hamburg/HRB+102126, https://www.freightnet.com/profile/90223.htm"
Klassen Logistics GmbH,"info@klassen.de., Info@Klassen.de, info@klassen-logistics.com, info@kls-de.com., sales@klassen.de.","+49 571 39, +49 4261 840120, +49 571 3, +49 172 857, +49 4261 8401","https://klassen.eu/contacts, https://www.klassen-auto.de/kontact"

Loxx Logistics Gmbh,"info@loxx.de., GAA@loxx.de, info@loxx.shop., sales@limelightsigns.co.uk.","+49 209 6046, +49 2324 9049, 01706 873866","https://www.loxx.de/en/contact/, https://www.loxx.de/en/imprint/"
Lsi Gmbh,"feedback@bifi.com, contact@lsi-berlin.org, info-fra@lsi-logistik.de.","04155, +49 30 40561657, 0549","https://www.bifi.com/en/imprint, https://www.lsi-world.de/en/contact/imprint/"
Levantine Shipping & Forwarding Gmbh,"info@levantine.de, info@levantine.de., sithu@diamond-multimodal.comskype","0474, +49 211 1715199, 0545","http://www.levantine.de/contact.htm, http://www.levantine.de/"
M2Logistik GmbH,"lorenzo.zerri@m2logistik.de., hello@dled.eu",+49 812122300,"https://www.m2logistik.de/en/footernav/imprint, https://www.m2logistik.de/en/our-company/who-to-contact/customer-service"
M&M Militzer & Munch,"mumdehz@mumnet.com., last@mumnet.com","+49 9281 971, 022 5943344, +49 9281 9710","https://www.mumnet.com/standort/mm-militzer-muench-gmbh-head-office, https://www.mumnet.com/kontakt"
M9 Logistics GmbH,"m9_Germany@m9logistics.com., Poland@m9logistics.com, sales@m9logistics.com, pricing_de@m9logistics.com","0549, +4969999993351, 0336, +49 69 999","https://m9logistics.com/contact-us/#:~:text=We%20are%20happy%20to%20discuss,at%20sales%40m9logistics.com., https://m9logistics.com/locations/germany-munich/"
Main Transport Gmbh,"info@nissin-eu.com., info@no-botspigsar.de., dispo@inta-transporte.de, info@ramrenta.eu, milda.venslovaite@ramrenta.eu, freiburg@streck.de., transport@de.yangming.com","0176 329, +49 6107 6892420, +49 6107 6892439, 0451, +49 911 643849, +49 911","https://www.nissin-eu.com/en/contact, https://pigsar.de/en/contact/contact-form"
Maritime Cargo Logistics GmbH,"Marlen.Faber@Blg.de., shipping.germany@gac.com","+49 6969 7, +49 402840583, +49 40 28405859, +49 421 52629, +49 421, +49 4022852093, 0457","https://www.northdata.com/MLG+Maritime+Cargo+Logistics+GmbH,+Hamburg/Amtsgericht+Kiel+HRB+16982+KI, https://www.facebook.com/p/MARITIME-Cargo-Logistics-GmbH-100069162703535/"
Magic Air Services Gmbh,"info@magicair.de., info@magicair.de","0549, +49 2500 420223358, +49 2500420223358, +49 69 69593635, +49 69 69591375","https://www.lusha.com/business/4ad8af6c85120a02/, https://www.iata.org/en/publications/directories/cargolink/directory/magic-air-services-gmbh/8395/"
Magic Air Services GmbH,"info@magicair.de., info@magicair.de","0549, +49 2500 420223358, +49 2500420223358, +49 69 69593635, +49 69 69591375","https://www.lusha.com/business/4ad8af6c85120a02/, https://www.iata.org/en/publications/directories/cargolink/directory/magic-air-services-gmbh/8395/"
Mark VII International GmbH,info@flukenetworks.com,+49 421 13327,"http://www.shippingline.org/company/de-10049/Mark_VII_International_GmbH.html, https://www.markvii.net/company/locations/"
Maurice Ward GmbH,"greece@mauriceward.com., cs.plzen@mauriceward.com.","+49 40 7801, 0457, +49 40 808133747","https://www.mauriceward.com/local-finder/frankfurt/, https://www.mauriceward.com/contact/"
Mega Umzüge e.K.,"info@mega-umzuege.de., info@mega-umzuege.de","03068088023, 0493068088023","http://mobile.cargoyellowpages.com/country/DE/city/berlin/company/40648, https://www.crunchbase.com/organization/mega-umz%C3%BCge-e-k-umzugsunternehmen-berlin"
medo store,null,"0539, +49 40 85404693, 0625, +49 4951156600, 01588","https://dsiautomobies.online/pages/contact, https://www.medovlog.com/contacts/"
MAX-Line International Projects & Logistics GmbH,"ops@max-line.de, info@max-line.de., info@max-line.de, Care@maxlineglobal.com","+49 40 22, 0357, +49 40 229, 09744, 09745, +49 4022949480","https://www.max-line.de/en/, https://www.max-line.de/en/contact/"
Mega-Log UG,"abuse@mega.nz., registry.ug@undp.org., support@mega.nz",null,"https://www.northdata.com/Mega-Log+GmbH,+Oststeinbek/Amtsgericht+L%C3%BCbeck+HRB+19335+HL, https://www.lusha.com/business/8a76a2cf02224783/"
Menian Spedition AG,"emergency@menian.com, info@andreas-schmid.de.","+49 6105 977680, +49 6105 977, +49 821 49840","https://www.wcafirst.com/directory/members/3453, https://menian.com/en/logistics/"
Messespedition,"info@fairexpress.de., info@messe-duesseldorf.de, info@fairexpress.de",+49 211 456001,"https://www.fairexpress.de/en/contact/, https://www.valverde-germany.com/"
Miles Binz Shipping GmbH & Co. KG,"service@milesbinz-shipping.com., miles.binz@milesbinz-shipping.com.",037089188,"https://www.milesbinz-shipping.de/en/contact/, https://rocketreach.co/miles-binz-email_20459730"
Monnard Spedition GmbH,"carsten.borchardt@monnard.com., spedition@monnard.com., spedition@monnard.com",null,"https://www.monnard.com/en/kontakt/, https://www.monnard.com/en/impressum/"
Morpheus Logistics GmbH,"operations.gmbh@morpheusworldwide.com., info@morpheusdata.com., karl@morpheus.network., info@teleo-logistics.com.",null,"https://morpheus.co.in/contact.html, https://morpheusdata.com/contact-us/"
Multitrans AG,"ad@multitrans.net., szadegan@multitrans.net., mguthke@multitrans.net., multitrans@multitrans.com.do., eddyjoubert@multitrans.com.do., info@multitrans.net, info@multi-trans.co.il., enquiries@multi-trans.com.my","+49 9281 140, +49 180 5949260, +49 89 660566, +49 9281 1401132, 0182, 0193873128","https://www.multitrans.net/en/company/branch-offices.html, https://www.multitrans.net/en/company/individual-contact-information.html"
NEC Shipping Company Ltd.,"nec-tmodus-general@emea.nec.com., orders@pssc.com, info@nec-retrade.com., lastf@necam.com, DoeJ@necam.com","0547, 0637, +49 40 808053","https://contact.nec.com/de_DE_localize/cgi-bin/contact/frame.cgi?mode=QC_SELECT&site=&select_pr=01&product=16, https://uk.nec.com/en_GB/about/aboutus.html"
Neuermann Logistics,"newmy@gmx.de., info@gab-neumann.com.","+49 6142 87387, +496142 87387, +49 751 5001, +49 392191211","https://rocketreach.co/markus-neumann-email_37047616, https://www.lognetglobal.com/directory/members/135813"
Nelke Spedition Gmbh & Co. Kg,"info@companyshop24.de., christa.rost@bundestag.de","+49 6441 95, 0827, 0461, +49 5132 8585, 0117, 0318","https://nelke-europe.com/pages/contact, https://multitrolley.com/en/contact/"
Norfolkline AB,Dover.PR@dfds.com,null,"https://rocketreach.co/anneli-h-email_244020843, https://ec.europa.eu/competition/mergers/cases/decisions/m5756_1418_2.pdf"
PARS Logistic GmbH,"info@parslogistic.com., info@parslogistic.com","+494054807990, +49 40 548","https://www.parslogistic.com/en/contact/contact-details/, https://www.parslogistic.com/en/company/imprint/"
Nyansapo shipping & procurement,miles.binz@milesbinz-shipping.com.,0955,"https://www.nsplogistics.com/, https://www.volza.com/company-profile/nyansapo-shipping-procurement-haenflingstr-7-45472-muelheim-germany-allemagne-42904436/"
Profi Air Services,null,+49 69 86,"https://aegeanairlines.custhelp.com/, https://www.winair.sx/info/customer-care-6#:~:text=In%20case%20you%20need%20to,fly%2Dwinair.com%20only!"
Peter Wittwer GmbH & Co. KG,last@peterwittwer.com,null,"http://www.peterwittwer.com.hk/contact_en.html, https://peterwittwer.com/contact/"
PROFROST Speditionsgesellschaft mbH,"info@profrost.de., info@profrost.de, HH.Rink@pg-intl.de.","+49 30 2789330, +49 30 27893333, +49 30 278933, +49 302789330","https://www.profrost.com/en, https://www.profrost.com/en/privacy-policy"
Pt Internationale Transporte Gmbh,"info@transport.gov.mt, info@fracht-che.de., mossmaritime@mossww.com., awiedenbach@trtn.com.","+49 700, 0226, 0350, 0457","http://mobile.cargoyellowpages.com/country/DE/city/bremen/company/7365, http://www.shippingline.org/company/de-11509/Pt_Internationale_Transporte.html"
Rega Cargo Agency,"info@regacargo.de., booking.cargo@tallink.ee., bookings@cargonaija.com, d365fs@eim.ae","06105, 042998811, 042998800","https://www.regacargo.de/de/homepage/79-en.html, https://www.regacargo.de/en/services.html"
