Country,City,Company Name,Address,Phone,Website,Email
pakistan,karachi,MR LOGISTICS (PVT) LTD,"Suite No 1208-1210, 12th Floor, Chapal Plaza, Hasrt Mohani Road, Karachi, Pakistan",+92 (0)111-111-674,www.mrgrouppk.com,naim@mrgrouppk.com
pakistan,karachi,FURQAN INTERNATIONAL,"4-A, Kehkasha Town Houses, Clifton Block-5, Sindh 75500, Pakistan",+92 (0)21 3583 8599,www.furqanintl.com,rizwan@furqanintl.com
pakistan,karachi,AIR SEA LOGISTICS,"Suite 48, 3rd Floor, Pakistan Handicrafts Chamber Building, Abdullah Haroon Rd, Saddar, Karachi 74400, Pakistan",+92 (0)21 3565 0231,www.aslpk.com,qaim@aslpk.com
pakistan,karachi,AIRCON LOGISTIC INTERNATIONAL,"1/6-N, 1st Floor, Mehboob Manzil, Block 6, P.E.C.H.S, Karachi 75400, Pakistan",+92 (0)21 3453 1608,www.airconlogistic.com,info@airconlogistic.com
pakistan,karachi,AIRWAYS FREIGHT PAKISTAN,"Room #1106 11th Floor, Uni Center, II Chandrigar Road, Karachi, Pakistan",+92 (0)21 3241 0886,www.airwaysfreightpakistan.com,info@airwaysfreightpakistan.com
pakistan,karachi,ALLIED XPERT LOGISTICS,"Suite 12/8 Arkay Square Extention, Main Shahrah-e-Liaquat, Karachi 74000, Sindh, Pakistan",+92 (0)21 3241 4387,www.alliedxl.com,malik@alliedxl.com
pakistan,karachi,AMI PAKISTAN (PVT) LTD,"11th Floor Business Plaza, Mumtaz Hassan Road, Karachi 74000, Pakistan",+92 (0)21 3241 8507,www.mrgc.com.pk,ami@mrgc.com.pk
pakistan,karachi,AOL LOGISTICS,"Suite M17 & 18, Mezzanine Floor, Sahil Promenade, Commercial 2/3, Karachi 75500, Sindh, Pakistan",+92 (0)21 3586 1570,www.aollogistics.com.pk,munawer@aollogistics.com.pk
pakistan,karachi,SEA NET SHIPPING & LOGISTICS,"50-F BLock 6, PECHS, Shahrah-e-Faisal, Karachi 75200, Pakistan",+92 (0)21 3439 5444,www.seanetpk.com,humayun@seanetpk.com
pakistan,karachi,SHAH-E-KARAM SHIPPING AGENCIES,"4/3 Al-Abid Chambers, New Challi, Shahrah-e-Liaquat, Karachi 74400, Pakistan",+92 (0)21 3262 0146,www.sk-shippingagencies.com,furqan@sk-shippingagencies.com
pakistan,karachi,JAS FREIGHT SYSTEM,"3-G, Block-6, PECHS, Shahra-e-Faisal, Karachi, Pakistan",+92 (0)42 3575 9601,www.jasfreight.com,jas@jasfreight.com
pakistan,karachi,SWIFT SHIPPING (PVT) LTD,"2nd Floor, KDLB Building, 58 West Wharf Road, Karachi, Pakistan",+92 (0)21 3231 1933,www.swiftshipping.net,info@swiftshipping.net
pakistan,karachi,MASF SHIPPING SERVICES,"Room #314, 3rd Floor, Trade Avenue, Karachi 75230, Pakistan",+92 (0)2 477496,www.masfshipping.com,export@masfshipping.com
pakistan,karachi,MULTI SHIPPING & LOGISTICS,"200/3 Sharfabad, Bahadurshah, Zafar Road, Karachi 74800, Pakistan",+92 (0)21 3493 2276,www.multishipping.net,ghaffar@multishipping.net
pakistan,karachi,MAPLEX LOGISTICS,"2-0 Block 6 PECHS, Nursery, Shahrah-e-Faisal, Karachi 75400, Pakistan",+92 (0)21 3431 2421,www.maplexlogistics.com,tahir@maplexlogistics.com
pakistan,karachi,PORT ASIA LOGISTICS,"Suite #202, Maryam Heights,, Main Shahrah-e-Faisal, KCHS, Block 7 & 8, Karachi 75920, Pakistan",+92 (0)21 3405 0050,www.portasia.com.pk,marketing@portasia.com.pk
pakistan,karachi,SAPS CARGO INTERNATIONAL,"Opp PIA Domestic Cargo, Near Hajj Terminal, Jinnaha International Airport, Karachi, Pakistan",+92 (0)21 3460 1281,www.saps.com.pk,smintlcgo@saps.com.pk
pakistan,karachi,TRANSGLOBE SHIPPING AGENCY (PVT) LTD,"F2-F5, 3rd Floor Trade Avenue, Hasrat Mohani Road, Karachi 74000, Pakistan",+92 (0)21 3242 8960,www.transglobeplus.com,import@transglobeplus.com
pakistan,karachi,QUALITY FREIGHT SYSTEMS,"163/A, Ground Fllor, Adam Jee Nagar, Off Tipu Sultan Road, Karachi 54000, Sind, Pakistan",+92 (0)21 3454 7966,www.qfsystems.com,info@qfsystems.com
pakistan,karachi,TRANSMARINE (PVT) LTD,"1st Floor Progressive Plaza, Beaumont Road, Karachi 75530, Pakistan",+92 (0)21 3565 4628,www.transtradegroup.com,sadiq.rizvi@transtradegroup.com
pakistan,karachi,MW LOGISTICS (PVT) LTD,"607 Progressive Square, Plot 11-A, Block VI, PECHS, Shahrah e Faisal, Karachi 75576, Pakistan",+92 (0)21 3430 1057,www.mwl.com.pk,infokhi@mwl.com.pk
pakistan,karachi,PCA CARGO (PVT) LTD,"Room 30, 3rd Floor Arkay Square, New Challi, Shahrah-E-Liaquat, Karachi, Pakistan",+92 (0)21 3242 0216,www.pcacargo.com,info@pcacargo.com
pakistan,karachi,KUEHNE + NAGEL PAKISTAN (PVT) LTD,"43/1/E (A) Block 6, PECHS, Karachi, Pakistan",+92 (0)21 3431 2023,www.kuehne-nagel.com,shakeel.muhammad@kuehne-nagel.com
pakistan,karachi,GM LOGISTICS (PVT) LTD,"Suite #403-404, 4th Floor, Progressive Plaza, Beaumont Road, Civil Line, Karachi 75530, Pakistan",+92 (0)21 3565 7690,www.gmlog.com,info@gmlog.com
pakistan,karachi,LEOPARDS LOGISTICS SERVICES,"Leopards House, 46-E, E Market,, Block 6 PECHS, Karachi 75400, Sindh, Pakistan",+92 (0)111-300-786,www.leopardscourier.com,customerservice@leopardscourier.com
pakistan,karachi,TRI-SEA CARGO SYSTEMS,"504 Jilani Tower, MW Tower, MA Jinnah Road, Karachi 74000, Pakistan",+92 (0)21 3244 3677,www.tcpl.com.pk,tri-sea@cyber.net.pk
pakistan,karachi,AARON LOGISTICS PAKISTAN,"C-42, Anthonian Blessings, 7-Sunny Side Lane, Civil Lines, Cantt, Karachi 75530, Pakistan",+92 (0)314 204 1920,www.aaronlogistics.com,info@aaronlogistics.com
pakistan,karachi,A R T SHIPPING & LOGISTICS,"Suite #14, 10th Floor, Arkay Square, Shahrah-e-Liaquat, New Challi, Karachi 74400, Pakistan",+92 (0)21 3246 2281,www.artgroup.com.pk,ahmed@artgroup.com.pk
pakistan,karachi,ORIENT WORLDWIDE SHIPPING PVT LTD,"Level 1, Bhoja Terrace, Shahrah-e-Liaquat, Karachi 74400, Pakistan",+92 (0)21 3262 0751,www.owship.com,m.amin@owship.com
pakistan,karachi,LF FREIGHT PAKISTAN (PVT) LTD,"2nd Floor Block C, FTC Building, Shahra E Faisal, Karachi, Pakistan",+92 (0)21 3563 1143,www.lifung.com,atiftansir@lflogistics.com
pakistan,karachi,PAKISTAN CARGO SERVICES (PVT) LTD,"17-F, Block 6, PECHS, Karachi, Pakistan",+92 (0)21 453 5216,www.pakistancargo.com,pcsskt@pakistancargo.com
pakistan,karachi,NEW LINE FREIGHT SYSTEMS,"Flat No 04 2nd Floor, 14-C 8th Commercial Lane, Zamzama Commercial Area, Phase V DHA, Karachi 75500, Pakistan",+92 (0)21 3582 1205,www.newlinepk.com,sultan@newlinepk.com
pakistan,karachi,ACE CARGO (PVT) LTD,"202 Marine Faisal 10-A, Block 6, PECHS Shahrah-e-Faisal, Karachi, Pakistan",+92 (0)21 3438 3748,www.acepk.com,acekhi@acepk.com
pakistan,karachi,ORIENTAL SHIPPING AGENCY,"Marine Faisal, PECHS Block 6, Suite No 106, 1st Floor, Shahrah-e-Liaquat, Karachi, Pakistan",+92 (0)21 3437 1357,www.orientalshippingagency.com,query@orientalshippingagency.com
pakistan,karachi,MALIK BROTHERS CARGO SERVICES,"Suite #2.o, 1st Floor Block-6, P.E.C.H.S Nursery, Pechs 75400, Pakistan",+92 (0)21 3431 2420,www.maplexlogistics.com,tahirmalik73@hotmail.com
pakistan,karachi,MARCO AGENCIES,"11-A Pak Chamber Building, West Wharf Road, Karachi, Pakistan",+92 (0)21 3231 3802,www.marcogroups.com,marcokhi@marcogroups.com
pakistan,karachi,TNI MULTI-MODAL LOGISTICS GROUP,"109 Queens Center, M-T Khan Road, Near Sheraton Hotels & Towers, Karachi 54800, Pakistan",+92 (0)21 3565 8721,www.tnipk.com,bdm@tnipk.com
pakistan,karachi,CARE FREIGHT INTERNATIONAL,"Room #10/30 10th Floor, Arkay Sqaure, Shahra-e-Liaqat, New Challi, Karachi 47000, Pakistan",+92 (0)21 701 3242,www.cfipk.com,
pakistan,karachi,ATLAS LOGISTICS PAKISTAN,"Uni Tower, 11 Chandigarh Road, Karachi, Pakistan",+92 (0)321 845 7274,www.atlas-logistics.net,sales@atlas-logistics.net
pakistan,karachi,BILAL ASSOCIATES,"D 36, Clifton Block 2, Karachi, Pakistan",+92 (0)21 3587 8094,www.bilal-group.com,sales@bilal-group.com
pakistan,karachi,BIN QUTAB INTERNATIONAL PVT LTD,"301-A, 3rd Floor, Annam Classic, Main Shahrah E Faisal, Karachi, Pakistan",+92 (0)21 432 1828,www.binqutab.com,sibghatullah.rashid@binqutab.com
pakistan,karachi,BISMILLAH LOGISTICS PVT LTD,"Office #912-913, 9th Floor, Jillani Towers, M.A. Jinnah Road, Karachi 74000, Sindh, Pakistan",+92 (0)21 3243 8081,www.bismillahlogistics.com,sajidaziz786@yahoo.com
pakistan,karachi,BNS LOGISTICS (PVT) LTD,"5/15 Fleet Club, Liaquat Barracks, Karachi Saddar, Karachi, Pakistan",+92 (0)21 3537 6496,www.bns-logistics.com,akbar.rao@bns-logistics.com
pakistan,karachi,CARE MOVERS,"Mezzanine M1, Building #30/C, Lane #9, Sehar Commercial Phase VII, DHA, Karachi, Pakistan",+92 (0)21 3534 0424,www.caremoverspk.com,info@caremoverspk.com
pakistan,karachi,CARGO ADVISERS,"G22/B-1, Park Lane, KDA Scheme, No 5 Clifton, Karachi, Pakistan",+92 (0)21 3537 2148,www.cargoadvisers.com,jamshed.qureshi@cargoadvisers.com
pakistan,karachi,CARGO CARE,"3/G Block 6, PECHS, Karachi, Pakistan",+92 (0)111-482-482,www.cargocare.com.pk,sales@cargocare.com.pk
pakistan,karachi,CARGO EXPRESS,"Ground Floor Shahbaz Plaza, Thathai Compound, Off M A Jinnah Road, Karachi 74200, Pakistan",+92 (0)21 3272 2586,www.cargo-exp.com,info@cargo-exp.com
pakistan,karachi,CARGO N CARGO,"CNC House #84, 1st Floor, Kokan Society, Alamgir Road, Karachi, Pakistan",+92 (0)111 889 900,www.cargoncargo.com,info@cargoncargo.com
pakistan,karachi,ASTRO LOGISTICS INTERNATIONAL,"Suite S103,6th Fl,Mateen Shopping Galaxy, Main Rashid Minhas Road, Gulshan-e-Iqbal, Karachi 49000, Pakistan",+92 (0)21 3203 5414,www.astrologistic.com,info@astrologistic.com
pakistan,karachi,AVENTIS INTERNATIONAL,"Office No 2C, 2nd Floor, Muhammad Buksh & Sons Building, 23 West Wharf Road, Karachi 74000, Sindh, Pakistan",+92 (0)21 3220 4981,www.aventisintl.com,aamir@aventisintl.com
pakistan,karachi,B2B GLOBAL - PAKISTAN,"39-C/D, Block 6, PECHS, Main Shahra-e-Faisal, Karachi, Pakistan",+92 (0)21 3454 4457,www.b2bglobal.ca,info@b2bglobal.ca
pakistan,karachi,BEST CARGO SERVICES,"Office No 4, Plot No 204-206, 2nd Floor, Shahida Mansion, C-Central C/A, Allama Iqbal Rd, Nr Tariq Rd, PECHS, Karachi 29, Pakistan",+92 (0)21 3453 3683,www.bestcargo.com.pk,info@bestcargo.com.pk
pakistan,karachi,BURRAQ LOGISTIC SERVICES,"60-62, 3rd floor, Moosa market, Main Shahrah-e-Liaquat, Karachi 74000, Pakistan",+92 (0)21 3247 3146,www.burraqlogistics.com,burraq786@cyber.net.pk
pakistan,karachi,BETTER LOGISTICS INTERNATIONAL,"12-A Namco Centre, Sharah-e-Liaqat, New Challi, Karachi, Pakistan",+92 (0)321 411 7213,www.bettergroup.com,info.bettergroup@gmail.com
pakistan,karachi,BNM LOGISTICS,"Office No 517 Anum Blessing, Near Duty Free Shop, Main Shahrah-e-Faisal, Karachi, Pakistan",+92 (0)21 3432 5066,www.bmnlogistics.com,info@bmnlogistics.com
pakistan,karachi,CARE LOGISTICS (PVT) LTD,"Plot No 1/2-G, Block 6, PECHS, Karachi 74000, Pakistan",+92 (0)21 3438 7293,www.carelogistics.com.pk,ceo@carelogistics.com.pk
pakistan,karachi,BLUE OCEAN SKY SERVICES (BOSS),"Al-Rehman Trade Center,Suite #3, First Floor, Opp Kpt Gate #15, Plot timper #15, Keamari Road,  Pakistan, Pakistan",+92 (0)21 3286 3745,www.boss.com.pk,boss@gerrys.net
pakistan,karachi,PK LOGISTICS & SUPPLY CHAIN MANAGEMENT (PVT) LTD,"14-C Bukhari Commercial, Lane 8, Phase VI, DHA, Karachi 46000, Pakistan",+92 (0)21 3585 1182,www.pklogistics.com.pk,info@pklogistics.com.pk
pakistan,karachi,PRIME OCEAN CARGO MANAGEMENT CO,"Suite #706 to 713 Floor Uni Centre, I.I Chundrigar Road, Karachi, Pakistan",+92 (0)21 3242 0067,www.pocmc.com,kshabbir@pocmc.com
pakistan,karachi,SEA AIR TRANSPORT LINKS,"49c 11th Comm Stree, Phase 2 Ext Dha, Karachi 75500, Pakistan",+92 (0)21 3538 1747,www.satlinksgroup.com,ali@satlinksgroup.com
pakistan,karachi,UNION LOGISTICS,"Room #42 5th Floor, Mian Chamber Shahrah E Liaqat, Karachi 74000, Pakistan",+92 (0)21 3242 2297,www.unionlogistics.com,waseem@unionlogistics.com.pk
pakistan,karachi,VR TRADE LINKERS,"Office No 619, 6th Floor, Regal Trade Square, Preedy Street, Saddar, Karachi 74000, Sindh, Pakistan",+92 (0)333 215 8458,www.vrtradelinkers.com,info@vrtradelinkers.com
pakistan,karachi,WARE CARE INTERNATIONAL (PVT) LTD,"18, 1st Floor Habib Chamber St-12, Block 14 Gulshan-e-Iqbal, University Road, Karachi 74800, Pakistan",+92 (0)21 3494 2563,www.warecareinternational.com,info@warecareinternational.com
pakistan,karachi,WAYS GLOBAL LOGISTICS PAKISTAN (PVT) LIMITED,"404 4/F Progressive Square, Block 6 PECHS, Shahrah-e-Faisal Nursery, Karachi 75340, Pakistan",+92 (0)21 430 1175,www.wgppl.com,sales@wgppl.com
pakistan,karachi,UTI PAKISTAN (PVT) LTD,"Anum Estate Suite 801-804, 8th Floor, Main Shahrah-e-Faisal, Karachi 75350, Pakistan",+92 (0)21 3438 3946,www.go2uti.com,smabbas@go2uti.com
pakistan,karachi,VIBRANT GLOBAL LOGISTICS,"Office No 413-A Abdullah Haroon Road, Saddar, Karachi 74100, Sindh, Pakistan",+92 (0)21 3701 3558,www.vibrantgloballogistics.com,shuja@vibrantgloballogistics.com
pakistan,karachi,VISION LOGISTICS (PVT) LTD,"Suite #215, 2nd Floor, Almas Heights, Plot #190/1-A, Block-2, P.E.C.H.S.,, Nursery, Shahrah-e-Falsal, Karachi 75400, Pakistan",+92 (0)21 3432 7834,www.visionlogistics.net,info@visionlogistics.net
pakistan,karachi,WORLD FREIGHT LOGISTICS,"Suite #33, Fort Sultan Building, Main Colony Gate, Shah-e-Faisal, Karachi 75230, Pakistan",+92 (0)21 3459 6699,www.wflogistics.com,wfl.airport@cyber.net.pk
pakistan,karachi,SUN FREIGHT INTERNATIONAL,"Suite #112, 1st Floor, Park Avenue, Main Shahra-e-Faisal, PECHS, Karachi 75400, Pakistan",+92 (0)21 3452 7702,www.sunfreight.com.pk,nasir@sunfreight.com.pk
pakistan,karachi,SUN SHINE LOGISTICS,"Suite #306, 3rd Floor, Sunny Plaza Hasrat Mohani Road, Opp I.I Chundrigar Road, Karachi 74200, Pakistan",+92 (0)21 3227 6677,www.sunshinelogistics.com.pk,info@sunshinelogistics.com.pk
pakistan,karachi,AIR SEA INTERNATIONAL FORWARDING INC,"1st Floor, 251-C, PECHS, Karachi 74000, Pakistan",+92 (0)21 3438 0600,www.airseaint.com,hello@airseaint.com
pakistan,karachi,ALLIED INTERNATIONAL TRADE AGENCIES,"3/16, 3rd Floor, rkay Square extension, Shahrah-e-liaquat, Karachi 74400, Sindh-Karachi, Pakistan",+92 (0)21 3246 5081,www.allied.com,custsvc@alliedvan.com
pakistan,karachi,AMPLE SHIPPING & LOGISTIC SERVICES,"Suite 510, Business Centre, 11 Chundrigar Road, Karachi, Pakistan",+92 (0)21 3243 9814,www.amplepk.com,rizwan@amplepk.com
pakistan,karachi,AMZ LOGISTICS,"3-E, 2nd Floor Block-6, PECHS, Shahrah-e-Faisal, Karachi, Pakistan",+92 (0)21 3430 0054,www.amzlogistics.com,info@amzlogistics.com
pakistan,karachi,ARIES LOGISTICS (PVT) LTD,"House No C-252, Block 6, PECHS, Karachi, Pakistan",+92 (0)21 3438 0601,www.arieslogistics.com,khi@arieslogistics.com
pakistan,karachi,PERFECT LOGISTIC SOLUTION,"510-511 Marine Faisal Building, Karachi, Pakistan",+92 (0)42 3591 3940,www.perfect-logistic.com,info@perfect-logistic.com
pakistan,karachi,PROTRADE GLOBAL LOGISTICS COMPANY,"Suite No F-110, 1st Floor, Saima Trade Tower, II Chundrigar Road, Karachi 74000, Pakistan",+92 (0)21 3221 6405,www.protrade-glc.com,ffmanager@protrade-glc.com
pakistan,karachi,STAR SHIPPING (PVT) LIMITED,"Level 0, Bhoja Terrace, Shahrah-e-Liaquat, Karachi 74200, Pakistan",+92 (0)21 3262 0750,www.starship.com.pk,karachi@starship.com.pk
pakistan,karachi,YICHENG LOGISTICS PVT LTD,"Plaza #2/A SR #13 Samia Trade Tower, Block B, 9th Floor, Office B, 905 I.I Chundrigar Road, Karachi 74200, Pakistan",+92 (0)21 3227 2091,www.yicheng-logistics.com,azam@yicheng-logistics.com
pakistan,karachi,AGILITY LOGISTICS (PVT) LTD,"205-206 Progressive Centre, A-30, Block-6, PECHS, Main Shahrah-e-Faisal, Karachi 75400, Pakistan",+92 (0)21 3438 7404,www.geo-logistics.com,mmalik@agilitylogistics.com
pakistan,karachi,AHS PAKISTAN,"Suite #607 & 608 6th Floor Trade Avenue, Hasrat Mohani Road, Off I.I Chundigar Road, Saddar, Karachi, Pakistan",+92 (0)21 3247 7520,www.ahspakistan.com,siddiqui@ahspakistan.com
pakistan,karachi,ADROIT CARGO MANAGEMENT (PVT) LTD,"213 Anum Blessings, Block 7/8 KCHS, Shahra-e-Faisal, Karachi, Pakistan",+92 (0)21 3432 5255,www.adroitcargo.com,info@adroitcargo.com
pakistan,karachi,AEROSHIP LOGISTICS,"Suite #14, 6th Floor, Main RK Square, Shahra-E-Liaqat, Karachi, Pakistan",+92 (0)21 3242 7678,www.aero-ship.com,khi@aero-ship.com
pakistan,karachi,ABC LOGISTICS GROUP,"204 Hafeez Centre, Block 7/8, Comm. Area KCHSU, Shahrah-e-Faisal, Karachi 75350, Pakistan",+92 (0)21 3439 2407,www.abclogis.net,info@abclogis.net
pakistan,karachi,ACB (PVT) LTD,"Office No 7, Amber Castle, 1st Floor, PECHS, Block 6, Shahra-e-Faisal, Karachi 75400, Pakistan",+92 (0)21 3454 2160,www.acb.com.pk,mktg@acb.com.pk
pakistan,karachi,ACCURATE LOGISTICS,"Suite No.3, 2nd Floor, Dinar Chamber, West Wharf Road, Karachi 74000, Pakistan",+92 (0)21 3231 3819,www.accuratelogistics.com.pk,
pakistan,karachi,AARAS SHIPPING AGENCIES PRIVATE LIMITED,"Suite #701A, 7th Floor, Business Plaza, Mumtaz Hassain Road, Off II Chundrigar Road, Karachi 74000, Pakistan",+92 (0)21 3241 5450,www.aarasshipping.com,akbarali@aarasshipping.com
pakistan,karachi,7 SEAS LOGISTICS,"406 4th Floor Uni Centre, II Chandrigurh Road, Karachi, Pakistan",+92 (0)21 3242 4336,www.7-cs.com,tahir@7-cs.com
pakistan,karachi,A M SHIPPING & LOGISTICS,"Office #204, 206 Shahida Mension, C-Central Commercial Area, Allama Lqbal Road, Near Tariq Rd PECHS, Karachi, Pakistan",+92 (0)21 3453 1189,www.amslpk.com,ceo@amslpk.com
pakistan,karachi,WILHELMSEN SHIPS SERVICE,"Suite #308, 3rd Floor, Dean Arcade, Block 8, Clifton, Karachi, Pakistan",+92 (0)21 3587 3189,www.wilhelmsen.com,wss.karachi@wilhelmsen.com
pakistan,karachi,WORLD EXPRESS CARGO SERVICES,"Suite #13, 7th Floor, Arkay Square, Shahrah-e-Liaquat, New Chali, Karachi 74400, Pakistan",+92 (0)21 3241 5668,www.woexcargo.com,woex@woexcargo.com
pakistan,karachi,SFS GLOBAL LOGISTICS PVT LTD,"D-39, Block-1, Clifton, Karachi 75600, Pakistan",+92 (0)21 3581 0361,www.sfsgl.com,imran.dhamee@sfsgl.com
pakistan,karachi,SERVOTECH (PVT) LIMITED,"Suit 209, 2nd Floor Chapal Plaza, Hasrat Mohani Road, Off II Chundrigar Road, Karachi, Pakistan",+92 (0)21 3242 8791,www.servotechshipping.com,wca@servotechshipping.com
pakistan,karachi,SFI LOGISTICS (PVT) LTD,"Suite 301-302, 3rd Floor, Industrial Town Plaza, Shahrah-e-Liaqat, Karachi 74000, Pakistan",+92 (0)21 3242 7756,www.sfi.com.pk,info@sfi.com.pk
pakistan,karachi,SERVOPAK SHIPPING AGENCY,"Suite #208 Second Floor, Anum Empire, Adjacent Duty Free Shops, Main Sharae Faisal, Jamshed Town 75400, Karachi, Pakistan",+92 (0)21 3438 1063,www.servopakshipping.net,rafay@servopakshipping.net
pakistan,karachi,SEAGULL LOGISTICS PAKISTAN,"Suite 360, Al-Noor Chamber, 3rd Floor, Preedy Street, Saddar, Karachi 75850, Pakistan",+92 (0)21 3273 4873,www.seagulls.com.pk,info@seagulls.com.pk
pakistan,karachi,SEALINK CARGO MANAGEMENT,"2/2 Arkay Square, New Chali, Karachi 74800, Sindh, Pakistan",+92 (0)21 3242 4168,www.sealinkcargo.com,general@sealinkcargo.com
pakistan,karachi,SEAGATE LOGISTICS PAKISTAN (PVT) LTD,"406 Business & Finance Centre, I.I Chundrigar Road, Karachi 74000, Pakistan",+92 (0)21 3246 2212,www.seagatelogistic.com,info@seagatelogistic.com
pakistan,karachi,TRADE LOGISTICS INTERNATIONAL,"New Challi, Shah-ra-Laqait, Karachi, Pakistan",+92 (0)21 3242 5770,www.@tradelogistics.org,info@tradelogistics.org
pakistan,karachi,INS SHIPPING & LOGISTICS,"Office No 5-6, Building No 843, Off Allama Iqbal Road, Near Jheel Park, Central Commercial Area, PECHS, Tariq Rd, Karachi 774400, Saddar, Pakistan",+92 (0)21 345 0228,www.inslogistic.com,naveed@inslogistic.com
pakistan,karachi,LINKS INTERNATIONAL TRADING & SHIPPING,"Suite No.710, 7th Floor Uni Plaza, I.I Chundrigar Road, Karachi 75400, Pakistan",+92 (0)21 3242 2213,www.linksintl.biz,safdar@linksintl.biz
pakistan,karachi,SYNERGY LOGISTICS PAKISTAN,"Suite #617, 6th Floor, Trade Avenue, Hasrat Mohani Road, I I Chundrigar, Karachi 74000, Sindh, Pakistan",+92 (0)21 3241 0652,www.synergypakistan.com,hozefa@synergypakistan.com
pakistan,karachi,TARGET LOGISTICS INTERNATIONAL (PVT) LTD,"9th Floor Ibrahim Trade Tower, Plot No 1, MCHS, Block 7-8, Main Shahrah-e-Faisal, Karachi 75350, Pakistan",+92 (0)21 3438 4668,www.targetlogistics.com.pk,kmir@targetlogistics.com.pk
pakistan,karachi,LONESONS ENTERPRISES,"B-4 Raza Arcade (al-Riaz Society), Near Baloch Colony Flyover, Shahra-e-Faisal, Karachi 74000, Pakistan",+92 (0)21 3438 7028,www.lonesons.com,khi@lonesons.com
