Country,City,Company Name,Address,Phone,Website,Email
algeria,algiers,WEBSITE LINK GLOBAL LOGISTIC PARTNER SARL,"88 rue Harkat Djamel, Pins Maritimes, 16029 Algiers, Algeria",+213 (7)21 21 97 10,www.globallogisticpartner.com,
algeria,algiers,GLOBAL LOGISTICS PARTNER SARL,"88 Rue Harkat Djamel, Pins Maritimes, Mohamadia, 16029 Algiers, Algeria",+213 (7)21 21 97 10,www.globallogisticpartner.com,
algeria,algiers,FLASH TRANSIT SARL,"9 Rue Charras Alger, 16000 Alger, Algeria",+213 (7)21 63 83 83,www.transitalgeria.com,flash@transitalgeria.com
algeria,algiers,FMI-ALGERIE,"Coop ANNASR, No 60 Les Vergers, Kouba, Algiers, Algeria",+213 (7)21 446400,www.fmigroupe.com,d.subra@fmigroupe.fr
algeria,algiers,"MARMEDSA BEMARINE, S.A.R.L.","115 Lotissement La Cadat, Les Sources B.M.R., 2020, Algiers/Alger, Algeria",+213 (0)2156 2170,www.marmedsabemarine.com,jlorente@marmedsabemarine.com
algeria,annaba,ALSHIPLINK,"07, Rue Mezigueche Med Laid, Annaba, Algiers, Algeria",+213 38 16 48,www.alshiplink-dz.com,ops@alshiplink-dz.com
algeria,bejaia,GENERAL SHIP SUPPLY & LOGISTICS,"Promotion Immobiliere EPBTP Bloc C N 115, Bejaia, 06000 Algeria",0661801110,www.gssalgeria.com,a.harfi@gssalgeria.com
algeria,hassi messaoud,PANALPINA ALGERIE,", Algeria",+213 (7)21 23 00 11,www.panalpina.com,info.northafrica@panalpina.com
algeria,oran,FMI-ALGERIE,", Algeria",+213 (7)21 446400,www.fmigroupe.com,nhennous@fmialgerie.dz
algeria,setif,EXPRESS LINE SHIPPING LLC - EL EULMA OFFICE,"Maine Business Centre, 2nd Floor, Office No.27-1st, November Street, El Eulma, 19600 Setif, Algeria",+213 (7)3 686 6687,www.expresslineuae.com,info@expresslineuae.com
algeria,zeralda,TPF FORWARDING NETWORK (ALGERIA),"Zeralda, Alger",+216 71 444 258,www.tpfnetwork.org,info.tpf.algeria@eurotrans-int.com
andorra,andorra,NAGRUP ? ANDORRA,"Carretera de la Comella, 29 - Andorra, Andorra",+376 801400,www.nagrup.com,sac@nagrup.com
angola,lagos,DANSTARS INTERNATIONAL AGENCIES LTD,"16, Burma Road, Opposite Honda Place, Apapa, Lagos, Angola",+234 80 3373 0089,www.danstars.com,info@danstars.com
angola,luanda,"FMLIDER CONSULTORIA / PRESTACAO DE SERVICOS, LDA.","Travessa de Mocambique, N. 10, 2do Andar, Apart. B, Luanda, Angola",+244 222724703,www.fmlider.co.ao,nuno.mota@fmlider.co.ao
angola,luanda,AEROLO AFRICA LTD ANGOLA,"Rua Marien Nguabi, 149, R/C Maianga, Luanda, Angola",+235 725219638,www.aerologafrica.com,angola@aerologafrica.com
angola,luanda,EXPERTS FREIGHT LLC - ANGOLA,"Rua Antonio Agustinho Casa, Viana KM 12, Luanda, Angola",+8615625098482,www.expertsfreight.com,info@expertsfreight.com
angola,luanda,TEU TRANSIT?RIO LDA,", Angola",,www.teutransitario.pt,commercial@teutransitario.pt
angola,luanda,BELETRANS ANGOLA - LOGISTICA LDA,", Angola",+244 (0)91 996 1926,www.beletrans.pt,beletrans.angola@gmail.com
angola,luanda,EXPRESS LINE SHIPPING LLC,"Rua Ngola Kilunga No.135, Mabor Imbondeiro, Luanda, Angola",+244 (0)92 360 7872,www.expresslineuae.com,info@expresslineuae.com
angola,luanda,GETMA TRAMP ANGOLA,"Rua Major Kanhangulo No 171, Caixa Postal No 174, Luanda, Angola",+244 (0)222 310984,www.getma.fr,
angola,luanda,KUEHNE + NAGEL (ANGOLA) TRANSITARIO,"Sonils OSC, Luanda, Angola",+244 (0)2 310795,www.kuehne-nagel.com,info.luanda@kuehne-nagel.com
angola,luanda,RANGEL TRANSPORT AND LOGISTICS,"Aeroport Internacional 4 De Fevereiro, Terminal Da Sal, Sociedade De Aviacao Ligeira, Luanda, Angola",+244 (0)2 2235 5092,www.rangel.com,
angola,luanda,TIBA ANGOLA LDA,", Angola",+244 (0)2 2239 0968,www.tibagroup.com,angoladesk@tibagroup.com
antigua-and-barbuda,antigua airport,PAS CARGO GROUP (B & B SHIPPING),"Carlisle Estate, St George's Parish, Antigua airport, Antigua And Barbuda",+1 268 562-5258,www.pascargousa.com,wca@pascargousa.com
argentina,campana,EAFF S.A.,"Bv. Lavalle 290, 4to Piso,  Provincia de Buenos Aires, Argentina",+54 (0)3489 424 436,www.eaff.com.ar,campana@eaff.com.ar
argentina,campana,TRANSPORTES PADILLA SA,"Ruta 9 KM 79.500,  Prov. Buenos Aires, Argentina",+54 (0)348 942 0680,www.transportespadilla.com.ar,info@transportespadilla.com.ar
argentina,ciudad de buenos aires,LOGISTICA INTERNACIONAL DIEB,"Tucuman 978, Piso 6, Ciudad de Buenos Aires, CABA, Argentina",+54 11 4326 1547,www.logisticadieb.com.ar/,cotizaciones@logisticadieb.com.ar
argentina,ciudad de buenos aires,FINVESA LOGISTICA SA,"Cerrito 1320, Piso 12, Of. C, Ciudad de Buenos Aires, CABA, Argentina",+54 11 5199 1368,www.finvesa.com.ar,info@finvesa.com.ar
argentina,ciudad de buenos aires,ADDAX CARGO DE ASAV S.A,"Marcelo T. de Alvear 624, Piso 5, Of. 34, Ciudad de Buenos Aires (CABA - C1058AAF), Argentina",+54 11 5239-9960,www.addaxcargo.com.ar,addax@addax.com.ar
argentina,ciudad de buenos aires,SERLOG SERVICIOS LOGISTICOS SA,"Alicia Moreau de Justo 2050, Floor 1, Suit 115, Buenos Aires - Argentina",+54-11-5236-1001,www.serlogsa.com,julian.otero@serlogsa.com
argentina,ciudad de buenos aires,TRANSTER LOGISTICA SRL,"Caboto 663, Ciudad de Buenos Aires, CABA 1157ABK, Argentina",+54 11 4361 6971,www.transter.com.ar,comercial@transter.com.ar
argentina,ciudad de buenos aires,REGIONAL CARGO S.A.,"Sarmiento 983, piso 11 of A, Ciudad de Buenos Aires, C1041AAS - CABA, Argentina",+54-11-4393 1590,www.regionalcargo.com.ar,regional@regionalcargo.com.ar
argentina,ciudad de buenos aires,AFFARI GROUP SRL,"Lavalle 437, floor 4, Off. A, Ciudad de Buenos Aires (1047 CABA), Argentina",+54 11 4394-2735,www.affari.com.ar,mlorenzo@affari.com.ar
argentina,ciudad de buenos aires,AGETSA S.R.L.,"Moreno 584, Piso 3, Ciudad Autonoma de Buenos Aires, CABA C1091AAL, Argentina",+54(11)5291 2538,www.agetsa.com.ar,alfredosejas@agetsa.com.ar
argentina,ciudad de buenos aires,VS CARGO SA,"Av. Cordoba 652 - 2B, C1054AAS - Cdad. de Buenos Aires - Argentina",+54 11 4322 3003,www.vscargo.com.ar,info@vscargo.com.ar
argentina,ciudad de buenos aires,TPF FORWARDING NETWORK (ARGENTINA),"Reconquista 715 3ro. A, Ciudad de Buenos Aires, Argentina",54 11 4312 0541,www.tpfnetwork.org,mvaccari@vaccari.com.ar
argentina,ciudad de buenos aires,LIBER LINE SRL,"Maipu 763 - 5 Piso M, (C1006ACI) Ciudad de Buenos Aires, Argentina",(+5411) 4328-5876,www.liberline.com.ar,ealvarez@liberline.com.ar
argentina,ciudad de buenos aires,SOLUTIONS LOGISTICS SRL,"Suipacha 612,3 F, Ciudad de Buenos Aires, CABA, Argentina",+54 (0)11 5236-6670,www.solutionslogistics.com.ar,mkelly@solutionslogistics.com.ar
argentina,ciudad de buenos aires,COMEXSU S.A.,"Lavalle 442  Piso 7, CP1047 - Ciudad de Buenos Aires  Argentina",5411-5031-8956,www.comexsu.com,mlugo@comexsu.com
argentina,ciudad de buenos aires,SMART LOGISTICS SA,"Avenida Belgrano 485, 4to 9, C1092AAE, Ciudad de Buenos Aires, Argentina",+54 (0)11 4342-5910,www.smartlog.com.ar,a.samartino@smartlog.com.ar
argentina,ciudad de buenos aires,ARGENTINA CARGO SRL,"Alsina 495, piso 11. CABA-Ciudad de Buenos Aires. Argentina.",+ 54 (11) 4331-2661,www.argentina-cargo.com.ar,contacto@argentina-cargo.com.ar
argentina,ciudad de buenos aires,CRISTOFERSEN INTERNACIONAL SA,", Argentina",+54 (0)11 4314-0678,www.cristofersen.com.ar,info@cristofersen.com.ar
argentina,ciudad de buenos aires,CG LOGISTICA,"Maipu 42, 8th Floor, C1082AAB Buenos Aires, Argentina",+54 (0)11 4345-1700,www.cglogistica.org,info@cglogisitca.com
argentina,ciudad de buenos aires,TRADE SHOW LOGISTICS SA,"Peru 367 Piso 12, C1067 AAG Buenos Aires, Argentina",+54 (0)11 5256-5230,www.tslsa.com,szenere@tslsa.com
argentina,ciudad de buenos aires,ALTIUS ARGENTINA SA,"Reconquista 336, Planta 4a, Suite K, C1003ABH Buenos Aires, Argentina",+54 (0)11 5236-5624,www.altius.es,jturner@altiusar.com.ar
argentina,ciudad de buenos aires,CLIPPERS ARGENTINA SA,", Argentina",+54 (0)11 4393-4122,www.clippersarg.com.ar,jmiranda@clippersarg.com.ar
argentina,ciudad de buenos aires,SOUTHMARK LOGISTICS SA,"Avda Cordoba 838, 11th Floor, C1054AAU Ciudad de Buenos Aires, Argentina",+54 (0)11 5252-4090,www.southlog.com,ccandia@southlog.com
argentina,ciudad de buenos aires,VINPAC LINES (BUENOS AIRES) SA,"Av Rivadavia 822, 1st Floor, C1002AAT Buenos Aires, Argentina",+54 (0)11 4121-4850,www.vinpac.com,commercial@ba.vinpac.com
argentina,ciudad de buenos aires,ARTEMISION S.R.L,"Piedras 519 Piso, C1070AAK Buenos Aries, Capital Federal, Argentina",+54 (0)11 4331-0747,www.artemision.net,nestor.cotsiopoulos@artemision.net
argentina,ciudad de buenos aires,BAS LOGISTICS SRL,"Cerrito 484, 1st Floor A (1010) CABA, 1010 Buenos Aires, Argentina",+54 (0)11 4382-8034,www.baslogistics.com.ar,bibiana.soto@baslogistics.com.ar
argentina,ciudad de buenos aires,TRANSPORTES UNIVERSALES SA,"Avenida Belgrano 615, Piso 9, C1092 AAG Buenos Aires, Argentina",+54 (0)11 5277-3100,www.tusa.com.ar,tusa@tusa.com.ar
argentina,ciudad de buenos aires,ALL CARGO SA,"Av Rivadavia 893, 10th Floor, Capital Federal, C1002AAG Buenos Aires, Argentina",+54 (0)11 4345-6262,www.allcargo.com.ar,d_janowski@allcargo.com.ar
argentina,ciudad de buenos aires,AUSTRAL BOND SRL,", Argentina",+54 (0)11 5368-9152,www.australbond.com,lvalverde@australbond.com
argentina,ciudad de buenos aires,BRASCARGO S.R.L,", Argentina",+54 (0)11 5236-1090,www.brascargo.com.ar,info@brascargo.com.ar
argentina,ciudad de buenos aires,SEA GULL CARGO SA,", Argentina",+54 (0)11 4394-0220,www.seagullcargo.com.ar,seagull@sgcargo.com.ar
argentina,ciudad de buenos aires,BIG LOGISTICS SRL,"Cervantes 1325, 1407 Buenos Aires, Argentina",+54 (0)11 5278-0500,www.biglogistics.com.ar,info@biglogistics.com.ar
argentina,ciudad de buenos aires,KUEHNE + NAGEL SA,"Av Corrientes 316, Entrepiso, C 1043 AAQ Buenos Aires, Argentina",+54 (0)11 5556-6200,www.kuehne-nagel.com,info.buenosaires@kuehne-nagel.com
argentina,ciudad de buenos aires,MONIPORT S.A.,", Argentina",+54 (0)11 4383-4400,www.moniport.com.ar,imonin@moniport.com.ar
argentina,ciudad de buenos aires,PRO CARGO ARGENTINA SRL,", Argentina",+54 (0)11 5275-0505,www.pro-cargo.com,bue@rohlig-procargo.com
argentina,ciudad de buenos aires,DB SCHENKER,", Argentina",+54 (0)11 4310-1200,www.dbschenker.com.ar,info.argentina@schenker.com
argentina,ciudad de buenos aires,ENDARCO WORLDWIDE LOGISTICS,", Argentina",+54 (0)11 5199-8331,www.endarco.com,info@endarco.com
argentina,ciudad de buenos aires,DELFINO CARGAS AEREAS,"San Martin 439 P.B., C1004 AAI Buenos Aires, Argentina",+54 (0)11 6320-1000,www.delfino.com.ar,delfibue@delfino.com.ar
argentina,ciudad de buenos aires,DISTRA ACTIVESEA SC,"Peru 263 P9, Capital Federal, C1067AAE Buenos Aires, Argentina",+54 (0)11 5031-9988,www.distra.com.ar,distra@distra.com.ar
argentina,ciudad de buenos aires,EXPEDITORS ARGENTINA SA,"Lima 355, Piso 1A, C1073AAG Buenos Aires, Argentina",+54 (0)11 4384-0161,www.expeditors.com,
argentina,ciudad de buenos aires,EXSEN SA,", Argentina",+54 (0)11 4313 1005,www.exsen.com.ar,dvd@exsen.com.ar
argentina,ciudad de buenos aires,DAMCO,"25 de Mayo 555, 9th floor, C1002ABK C.A.B.A, Buenos Aires, Argentina",+54 (0)11 5552-1750,www.damco.com,axel.kreutzmann@damco.com
argentina,ciudad de buenos aires,INTER AMERICAN CARGO GROUP SA,"Alsina 424, 8th Floor, C1087 Buenos Aires, Argentina",+54 (0)11 4021-7070,www.interamerican.com.ar,info@interamerican.com.ar
argentina,ciudad de buenos aires,ICCES,"Lafayette 585, 1425 Buenos Aires, Argentina",+54 (0)11 4303-2542,www.iccesweb.com,mmauceri@iccesweb.com
argentina,ciudad de buenos aires,INTERCONTINENTAL CARGAS SRL,"Adolfo Alsina 440, 5th Floor E, C1087AAF Buenos Aires, Argentina",+54 (0)11 4345-0228,www.inter-cargas.com,intercargas@inter-cargas.com
argentina,ciudad de buenos aires,INTERNATIONAL CARGO SA,"Cerrito 146, 10th Floor, C1010AAD Buenos Aires, Argentina",+54 (0)11 4384-5555,www.intlcargo.com.ar,intlcargo@intlcargo.com.ar
argentina,ciudad de buenos aires,HELLMAN WORLDWIDE LOGISTICS SA,"Reconquista 656, 2nd Floor, Office B, C1003ABN Buenos Aires, Argentina",+54 (0)11 5552-2000,www.hellmann.net,salesbue@ar.hellmann.net
argentina,ciudad de buenos aires,HIPERBAIRES SRL,"Tucuman 255 - 4th Floor, C1049 AAE Buenos Aires, Argentina",+54 (0)11 4000-0060,www.hiperbaires.com,ezequielschmidt@hiperbaires.com
argentina,ciudad de buenos aires,SOUTHERN STAR SHIPPING SERVICES,"Lavalle 1634, 1st Floor E, C1048AAN Buenos Aires, Argentina",+54 (0)11 5031-2250,www.southernstar.com.ar,management@southernstar.com.ar
argentina,ciudad de buenos aires,SUCCAT SA,"Ave de Mayo 580, Piso 3, 1084 Buenos Aires, Argentina",+54 (0)11 4345-5900,www.succat.com,comercial@succat.com.ar
argentina,ciudad de buenos aires,TANGO LOGISTICA SRL,", Argentina",+54 (0)11 5787-1340,www.tangologistica.com.ar,tangologistica@tangologistica.com.ar
argentina,ciudad de buenos aires,JUWALD INTERNATIONAL SA,", Argentina",+54 (0)11 4792-3000,www.juwald.com,wca@juwald.com
argentina,ciudad de buenos aires,OUTLAND LOGISTICS SA,"Moreno 786, PB 10, Buenos Aires, Argentina",+54 (0)11 4342-7818,www.outlandlogistics.com,egc@outlandlogistics.com
argentina,ciudad de buenos aires,SKY CARGO SRL,"Lavalle 391 2B, 1047 Ciudad Autonoma de Buenos Aires, Buenos Aires, Argentina",+54 (0)11 4314-0059,www.skycargo.com.ar,jcr@skycargo.com.ar
argentina,ciudad de buenos aires,LOGISTIME SRL,"Bolivar 238, 4th Floor, Suite A, C1066AAF Buenos Aires, Argentina",+54 (0)11 5353-1001,www.logistime.com,info@logistime.com
argentina,ciudad de buenos aires,PLATETRADE S.A,"Maipu 255, 1st Floor (C1084ABE), Buenos Aires, Argentina",+54 (0)11 6322 2000,www.platetrade.com,sebastian.zalaya@platetrade.com
argentina,ciudad de buenos aires,LYNX CARGO INTERNATIONAL SA,"Av Cordoba 629, 6th Floor, C1054AAF Buenos Aires, Argentina",+54 (0)11 5530-7500,lynx.com.ar,buemg@lynx.com.ar
argentina,ciudad de buenos aires,ONEWORLD LOGISTIC GROUP,"Bernardo de Irigoyen, 330, 2'49, 1072 Buenos Aires, Argentina",+54 (0)11 4331-2464,www.oneworld-lg.com.ar,jms@oneworld-lg.com.ar
argentina,ciudad de buenos aires,LOGISTICA INTERNACIONAL SRL,", Argentina",+54 (0)11 5235-8862,www.loginternacional.com.ar,fcriscuolo@loginternacional.com.ar
argentina,ciudad de buenos aires,PENTAGON FREIGHT SERVICES ARGENTINA S.A.,", Argentina",+54 (0)11 5252-0200,www.pentagonfreight.com,walter.calandria@pfsargentina.com.ar
argentina,ciudad de buenos aires,RUSH CARGO SRL,"Dr Alfredo Palacios 1280, C1167ABJ Buenos Aires, Argentina",+54 (0)11 4303-2424,www.rushcargo.com.ar,rushcargo@rushcargo.com.ar
argentina,ciudad de buenos aires,POINT LOGISTICS SA,", Argentina",+54 (0)11 5787-0200,www.pointlogistics.com.ar,import@pointlogistics.com.ar
argentina,ciudad de buenos aires,SCAC TRANSPORTES INTERNATIONALES SA,"Av Belgrano 355, 2nd Floor, 1092 Buenos Aires, Argentina",+54 (0)11 4345-6485/9,www.scac.com.ar,daniels@scac.com.ar
argentina,ciudad de buenos aires,OCEANLINK FREIGHT FORWARDERS SA,"Av Corrientes 980 / 4C, C1043 Buenos Aires, Argentina",+54 (0)11 4326-5034,www.oceanlinkgroup.net,argentina@oceanlinkgroup.net
argentina,ciudad de buenos aires,ARGENTINA COMERCIO INTERNACIONAL SRL,"Olga Cossetini 1660, Piso 7, U 706, C1107CEN Buenos Aires, Argentina",+54 (0)11 5787-7800,www.argentinaci.com.ar,christian.reyes@argentinaci.com.ar
argentina,ciudad de buenos aires,LOGITRADE,"Luis Maria Campos 1115, 2nd Floor, Cuidad Autonoma de Buenos Aires, C1426DMC Buenos Aires, Argentina",+54 (0)11 3535-1155,www.logi-trade.com,sales@logi-trade.com
argentina,ciudad de buenos aires,MARITIMA DE SERVICIOS SRL,"Tte J. D. Peron 683 - 3rd Floor, C1038AAM Buenos Aires, Argentina",+54 (0)11 4322-4902,www.maritima-group.com,maritima@maritima-group.com
argentina,ciudad de buenos aires,NEO LOGISTICS GROUP SA - GLOBAL FREIGHT & TOUR,", Argentina",+54 (0)11 5199-0478,www.neo-logistics.com,info@neo-logistics.com.ar
argentina,ciudad de buenos aires,AMERICANA SHIPPING GROUP SRL,"Av. Corrientes 640, Floor 3, Suite 40 A, C1043AAS Buenos Aires, Argentina",+54 (0)11 5235-5570,www.americanashipping.com,lac@americanashipping.com
argentina,ciudad de buenos aires,KETRAS CARGO ARGENTINA SA,"Av Callao 257, Piso 1, Of A, C1022AAC Buenos Aires, Argentina",+54 (0)11 4375-2444,www.ketras.com,melania.divito@ketras.com
argentina,ciudad de buenos aires,OCEAN SHIPPING SRL,"Esmeralda 561, Floor 14, Office 170, CP1007 Buenos Aires, Argentina",+54 (0)11 4393-0702,www.oshgroup.com.ar,mkt@oshgroup.com.ar
argentina,ciudad de buenos aires,ATLANTIC CHARTERING,"Cerrito 1186 7mo, 1010 Buenos Aires, Argentina, Argentina",+54 (0)11 5237 1001,www.atlantic-chart.com.ar,atlantic@atlantic-chart.com.ar
argentina,ciudad de buenos aires,CARGO SA,", Argentina",+54 (0)11 5252-9050,www.cargo-sa.com,cargo@cargo-sa.com
argentina,ciudad de buenos aires,SHIPWAY SA,"Bernardo de Irigoyen 722, 12th floor, P1072AAA Buenos Aires, Argentina",+54 (0)11 5032-2020,www.shipway.com.ar,projects@shipway.com.ar
argentina,ciudad de buenos aires,AFFARI GROUP SRL,", Argentina",+54 (0)11 4326-3277,www.affari.com.ar,info@affari.com.ar
argentina,ciudad de buenos aires,AIRMAR LOGISTIC SRL,", Argentina",+54 (0)11 4342-4811,www.proargroup.com,info@argroup.com.ar
argentina,ciudad de buenos aires,ANCAL SA,", Argentina",+54 (0)11 5199-2450,www.ancal.com.ar,apoggi@ancal.com.ar
argentina,ciudad de buenos aires,SOUTHATLANTIC MARITIME SA,"Peru 359, Floor 8, Office 805, C1067AAG Ciudad de Buenos Aires, Argentina",+54 (0)11 5382-7100,www.southatlantic.com.ar,biz@southatlantic.com.ar
argentina,ciudad de buenos aires,BYMAR TRANSFORWARDING SRL,"Defensa 649 2nd Floor, Suite D - (1065) Ciudad de Buenos Aires (CABA), Argentina",+54 11 3221 7670,www.bymargroup.com,marianoa@bymargroup.com.ar
argentina,ciudad de buenos aires,954 LINCOLN S.A.,"Av. Belgrano 634 - Piso 8 Of. F, Ciudad de Buenos Aires, Argentina",+54 (11)4331-4884,www.954lincoln.com.ar,954@954lincoln.com.ar
argentina,ciudad de buenos aires,ALASKAN CARGO SRL,"Moreno 957 4to Piso, Ciudad de Buenos Aires, Argentina",+5411 4334-0405,www.alaskancargo.com.ar,info@alaskancargo.com.ar
argentina,ciudad de buenos aires,ALCOMEX S.A.,"Salta 188 Piso 3, Ciudad de Buenos Aires, Argentina",+54 11 5032-2002,www.alcomex.com.ar,info@alcomex.com.ar
argentina,ciudad de buenos aires,ALFONSINA COMERCIO EXTERIOR,"Venezuela 110 Piso 4 Of. B, Ciudad de Buenos Aires, Argentina",+54-11 4115-5915,www.alfonsinace.com,alfonsina@alfonsinace.com
argentina,ciudad de buenos aires,ANAYA SAN MARTIN Y ASOC S.R.L.,"L. N. Alem 424 - 7 Piso Of 701, Ciudad de Buenos Aires, Argentina",+54 (11)5032-9900,www.asanmartin.com,orestespertusi@asanmartin.com
argentina,ciudad de buenos aires,ATLAS SHIPPING S.A.,"Bdo. Irigoyen 972, 2 Piso, Ciudad de Buenos Aires, Argentina",+54 (11)4362-7770,www.atlasshipping.com.ar,arg@atlasshipping.com.ar
argentina,ciudad de buenos aires,B Y B CONSULTORA S.A.,"Mexico 313, Ciudad de Buenos Aires, Argentina",+54 (11)4103-4200,www.bybsa.com.ar,bybcargo@bybsa.com.ar
argentina,ciudad de buenos aires,BLUE STAR CARGO S.R.L.,"Alsina 909, 2 D, Ciudad de Buenos Aires, Argentina",+54 (11)4331-6286,www.bluestarcargo.com.ar,freight@bluestarcargo.com.ar
argentina,ciudad de buenos aires,BOX FREIGHT SRL,"Pasco 1513, Ciudad de Buenos Aires, Argentina",+54 (11)4943 1502,www.box-freight.com.ar,info@box-freight-com.ar
argentina,ciudad de buenos aires,BRIDGE SERVICES S.A.,"Marcelo T. de Alvear 777, EP 3, Ciudad de Buenos Aires, Argentina",+54 (11)4312-2004,www.bridgeservices.com.ar,general@bridgeservices.com.ar
argentina,ciudad de buenos aires,BUENOS AIRES TANK TRANSPORT S.R.L,"Venezuela 110, Piso 12 I, 1095-Ciudad de Buenos Aires, Argentina",+54 (11)4334-3320,www.batt.com.ar,batt@batt-srl.com.ar
argentina,ciudad de buenos aires,C.H. ROBINSON WORLDWIDE ARG. S.A.,", Argentina",+54 (11)5555-6300,www.chrobinson.com,buenosairesair@chrobinson.com
argentina,ciudad de buenos aires,CARGO NET LOGISTIC S.A.,"Alicia M. de Justo 1750, Piso 1 H, Ciudad de Buenos Aires, Argentina",+54 (11)4312-4380,www.cargo-net.com.ar,info@cargo-net.com.ar
argentina,ciudad de buenos aires,CARGO S.A.,"Sarmiento 1190, P 8, Ciudad de Buenos Aires, Argentina",+54 (11)5252-9050,www.cargo-sa.com,cargo@cargo-sa.com
argentina,ciudad de buenos aires,CENTAURO S.A.,"Benito Perez Galdoz 256, Cdad. de Buenos Aires, Argentina",+54 (11)4300-7200,www.centauroarg.com.ar,centaurosa@centauroarg.com.ar
argentina,ciudad de buenos aires,CENTRAL WORLD CARGO S.R.L.,"25 de Mayo 267 Piso 13, Ciudad de Buenos Aires, Argentina",+54 11 5032 3674,www.centralworld.com.ar,info@centralworld.com.ar
argentina,ciudad de buenos aires,CFS S.A. CONTAINER FREIGHT STATION,"Suipacha 268, 5to Piso, Ciudad de Buenos Aires, Argentina",+54 (11)4393-4284,www.cfs-sa.com.ar,cfs@cfs-sa.com.ar
argentina,ciudad de buenos aires,CLAROS CARGAS AEREAS S.R.L.,"Defensa 546 P.B., Ciudad De Buenos Aires, Argentina",+54 (11)4334-3813,www.claros.com.ar,claros@claros.com.ar
argentina,ciudad de buenos aires,CNC TRANSPORTES,"Lujan 2310 C.A.B.A., Ciudad Autonoma de Buenos Aires, Argentina",+54(0)11 4303-0060,www.cnctransportes.com.ar,info@cnctransportes.com.ar
argentina,ciudad de buenos aires,COSTA LIBRE S.A,"Peru 367 Piso 1, Ciudad de Buenos Aires, Argentina",+54 (11)4345 0091,www.costalibre.com.ar,recepcion@costalibre.com.ar
argentina,ciudad de buenos aires,DECMA CARGAS S.R.L.,"Venezuela 110, 12 Piso Of. ""F"", Ciudad de Buenos Aires, Argentina",+54 (11)4342-3108,www.decmacargas.com,info@decmacargas.com
argentina,ciudad de buenos aires,DELFIN GROUP ARGENTINA S.A.,"Juana Manso 555, Piso 7 Oficina A, Ciudad de Buenos Aires, Argentina",+54 11-4893 1505,www.delfingroupargentina.com,directors@delfingroupargentina.com
argentina,ciudad de buenos aires,DEMARE S.R.L.,", Argentina",+54 (11)4314-2662,www.demare.com.ar,demare@demare.com.ar
argentina,ciudad de buenos aires,DIMENSION GLOBAL FORWARDING,"Alicia M. de Justo 1180 - 2 Piso Of 202, Cdad. de Buenos Aires, Argentina",+54 (11)4342-3550,www.globalforwarding.com.ar,cgomez@globalforwarding.com.ar
argentina,ciudad de buenos aires,DRY SEA SRL,", Argentina",+54 (0)11 5031-7223,www.dryseasrl.com.ar,info@dryseasrl.com.ar
argentina,ciudad de buenos aires,DSV AIR & SEA CARGO,", Argentina",+54 (11)4343-2738,www.dsv.com/ar,info@ar.dsv.com
