Action Global Logistics Limited,"info@actionglobal.co.uk, John@actionglobal.co.uk, JSmith@actionglobal.co.uk.","01753 687490, +44 0800 288 9792, +44 800 288 9792","http://www.actionglobal.co.uk/#:~:text=info%40actionglobal.co.uk,-Our%20Privacy%20Policy, https://www.iata.org/en/publications/directories/cargolink/directory/action-global-logistics-ltd/9354/, https://www.crunchbase.com/organization/action-global-logistics"
Action Global Forwarding Limited,"info@actionglobal.co.uk., info@actionglobal.co.uk, John@actionglobal.co.uk, JSmith@actionglobal.co.uk.","0800 288 9792, 01753 687490, 01772 324731, +44 0800 288 9792","http://www.actionglobal.co.uk/, https://www.neverbounce.com/company/action-global-forwarding/353579190, https://www.iata.org/en/publications/directories/cargolink/directory/action-global-logistics-ltd/9354/"
Access Spedition & International Forwarding Limited,"enquiries@internationalforwarding.co.uk, access-shipping@cnsmail.co.uk, london@anglia-forwarding.co., enquiries@internationalforwarding.co.uk., info@dgm.co.uk., info@dgm.co, sara.zhang@mumnet.com., info@brunelshipping.co.uk","01708) 521113, 01708) 521151, +44 (0)1675 434690, +44 (0)208 577 8566","https://internationalforwarding.co.uk/contact/, http://server1.pla.co.uk/handbook/port_community.cfm?flag=3&class_id=73, https://find-and-update.company-information.service.gov.uk/company/04766481/officers"
ADL,"acorndigitallearning@ofgl.uk, info@adlhome.co.uk., info@adlmedia.co.uk, info@adlconsulting.co.uk, info@adltraffic.co.uk, info@adltranslations.co.uk., info@adlassociates.co.uk.","07770 042 747, +44 (0)1227 789 649, 01787 736540, +44 (0)1530 637 833, 01454 332 100, 033 556 327","https://www.adlonline.co.uk/parents-and-carers/referrals-and-admissions/, https://adlonlinecourses.com/contact/, https://www.adlhome.co.uk/pages/contact"
Adc freight forwarding,info@adclogistics.co.uk.,"01543 228606, +44 (0)7786635214, 0115 941 4817, 07786635214","https://adclogistics.co.uk/contact.html, https://azfreight.com/freight-forwarder/adc-freightforwarding/, http://www.adclogistics.co.uk/"
Advance Movement Services,"admin.uk@advancemovement.com, info@advancemovement.com., admin.uk@advancemovement.com., export@advancemovement.co.uk., info@advancemovement.com","01202 746938, +44 (0)1483 769513, +44 (0)1483 767810","https://www.advancemovement.com/, https://register-of-charities.charitycommission.gov.uk/charity-search/-/charity-details/5120691/contact-information, https://www.advancemovement.com/contact-us/"
Advie Logistics Ltd,"crm@flightlg.com., customerservice@blaiklock.uk.com, cs@parcelhub.co.uk, sales@trinitylogistics.co.uk.","01753 763500, 01932 598444, +44 (0) 1394 617300, +44 (0) 7980 100200, +44 (0)115 934 2554, +44 (0) 151 515 6208","https://logistics.org.uk/contact-us, https://find-and-update.company-information.service.gov.uk/company/11647755, https://www.flightlg.com/contact-us/"
Aerona Customs Clearing & Forwarding Agents Limited,"sales@aeronacca.co.uk, sales@aeronacca.co.uk.","+441616523443, +441616271896, 0161 652 3443, +44 161 652 3443, +44 161 627 1896","https://www.facebook.com/AreronaLtd/#:~:text=Give%20us%20a%20call%20on,%40aeronacca.co.uk., https://aeronacca.co.uk/contact/, https://aeronacca.co.uk/"
Afritrade Europe Ltd,info@afritradegroup.com,+44(0)2074769492,"https://afritradeglobal.co.uk/?page_id=1269, https://find-and-update.company-information.service.gov.uk/company/02941835, https://suite.endole.co.uk/insight/company/02941835-afritrade-europe-limited"
AI International,"gen@aisolutions.co.uk, ai@accuracyinternational.org., aina@accuracyinternational.us., info@ai-services.co.uk., info@ai-media.tv., enquiries@ai-media.tv., info@ailogistic.co., sales@ai-media.tv., enquiries@aischools.co.uk, ai.council.secretariat@officeforai.gov.uk.","01525 850 080, 01525 850 343, 028) 9083 3123, +44 20 3763 6300, 0300 094 6900, +44 (0)20 3475 2953, +44 121 582 4868","https://www.aisolutions.co.uk/Company/Contact, https://www.accuracyinternational.com/contact, https://www.ai-services.co.uk/contact/"
Air Action International,"info@actionuk.org., hello@playactioninternational.org, Aviation@cdrl.org.uk.","01516302451, 01908326303","https://find-and-update.company-information.service.gov.uk/company/00864285, https://www.actioninternational.org/contact-us, https://www.action-inter.com/"
Aeroship FreightForwarding Limited,"aero@cwjamaica.com., last@aeroship.in, info@aeroship.in",null,"https://www.aerointel.com/, https://low-moor.cylex-uk.co.uk/company/aeroship-freightforwarding-ltd-19786439.html, https://www.salezshark.com/company/aeroship-freight-solutions-pvt-ltd"
Ainsworth & Martin (Preston) Ltd,"reception@hdak.co.uk, jason@onehackoranother.com, paulainsworth@ainsworthaccountants.co.uk., martin@martinpreston.uk.","01772 652652, 01772 664900, 01772 744396, 07986 381123, 0845 250 0515, 07853 711 634","https://find-and-update.company-information.service.gov.uk/company/01550198/officers, https://penwortham.cylex-uk.co.uk/company/ainsworth---martin--preston--ltd-14193100.html, https://suite.endole.co.uk/insight/company/01550198-ainsworth-martin-preston-limited"
Air Sea Scotland Ltd,"admin@airseascotland.scot., info@uk.dsv.com.","0141 887 8877, +44 1698 731 835","https://www.airseascotland.scot/contact, https://www.airseascotland.scot/, https://rocketreach.co/air-sea-scotland-limited-management_b45dcd0afc678b80"
AIR-CITY.CO.UK LTD,"tenders@airit.co.uk., ukenquiries@sekologistics.com, info@cleanair.co.uk., aaron.uthman@londoncityairport.com",028 9078 1878,"https://find-and-update.company-information.service.gov.uk/company/04107160, https://www.airit.co.uk/contact-us/, http://www.air-city.co.uk/"
ALARABIA CARGO LIMITED,"info@alarabiacargo.com, sales@alarabiacargo.com., sales@alarabiacargo.com, tjmancunian@gmail.com.","+44 161 3580 498, +44 7728834700, +44 7787432553, +44 2032857403, +44 1613580498","https://alarabiacargo.com/contact-us/#:~:text=sales%40alarabiacargo.com, https://www.forwarderspages.com/united-kingdom/13205.html, https://www.facebook.com/alarabiacargouk/"
Alinnza Trading London Limited,info@alinnza.com.,"+44 (0)208 004 7744, +44 (0)2080047744","https://alinnza.com/contact-us/, https://rocketreach.co/alinnza-trading-email_11544214, https://alinnza.com/"
Alexian Freight Services Ltd,"UK.CWL@Go2tigers.com., sales@executivefreightservices.co.uk.","02920 022499, 01446 724050, 01252 531350, +44 (0)23 8086 0999, +44 020 8572 5792, +44 (0) 2920 022499","https://www.alexian-freightservices.com/contact-us.asp, https://www.alexian-freightservices.com/Privacy-Policy.asp, https://find-and-update.company-information.service.gov.uk/company/03496539"
ALLCARGO EXPRESS,"info@allcargoexpress.co.uk., marcom@allcargologistics.com., ace@allcargoexpress.com, eucustoms@cargo-overseas.co.uk, hello@cargoworldlog.com., shipping@aircargoexpress.co.uk.","0161 498 6111, 01925 940 040, 01761 410185","https://www.allcargouk.com/, http://www.allcargoexpress.co.uk/page5.html, https://www.allcargologistics.com/contact-us"
All World Cargo Limited,"anil@allworldcargolines.com, nikhilnair@allworldcargolines.com, first@worldcargologistics.co.uk, nikhilnair@allworldcargolines.com., info@worldcargoint.co.uk.","+44(0)1932 565616, +44 1582 733 711, +447842510362","https://worldcargologistics.co.uk/contact/, https://www.lusha.com/business/b0ca8d547258d32d/, https://bifa.org/members/all-world-cargo-ltd/"
All-Route Shipping Ltd,"GBR-import.deepsea@msc.com, GBR-import.shortsea@msc.com, orders@routeone.co.uk., head.office@freightroute.co.uk.","028 9077 9088, +44 (0)1473 277777, +44 (0) 28 9051 7029, +44 (0) 28 9334 4848, 0800 840 1010, 0800 158 4401","http://www.shippingline.org/company/gb-4793/All_Route_Shipping_Ltd.html, https://ballynure.cylex-uk.co.uk/company/all-route-shipping--n-i--ltd-26599761.html, https://www.shippingcentral.co.uk/shipping/1020717/all-route-shipping-(ni)-ltd"
Allseas Global Logistics,"info@allseasglobal.com, last@allseasglobal.com","+44 (0)330 555 5555, +44 0330 555 5555","https://www.allseasglobal.com/contact-us/, https://www.neverbounce.com/company/allseas-global-logistics/4280251, https://rocketreach.co/allseas-global-logistics-email-format_b5d5eee2f42e3b79"
Alltrade Post Ltd,"k.oyerinde@alltradepost.com, joel.agbebi@alltradepost.com, info@alltradepost.com., K.OYERINDE@ALLTRADEPOST.COM.","+44 1322311444, +44 7962085503, 053907738, 060073530","https://alltradepost.com/, https://alltradepost.com/?page_id=308, https://ng.linkedin.com/company/alltrade-post-ltd"
Anchor Freight Ltd,"glasgow@anchor-freight.co.uk, enquiries@ukwa.org.uk., info@anchor-freight.co.uk.","+44 (0)141 892 2080, +44 141 892 2080, +44 (0)141 883 6575, +44 1473 928200","https://www.anchor-freight.co.uk/contact/, https://www.anchor-freight.co.uk/, https://www.anchor-freight.co.uk/news/posts/jd-anchor-when-two-become-one/#:~:text=Carl%20Day%2C%20CEO%20of%20Anchor,John%20Denny%5D%20for%20too%20many"
Amiri Cargo,SUPPORT@AMIRI.COM,"0208 222 6661, 0208 222 6699","http://amiricargo.com/contact.html, https://amiri.com/en-fk/pages/contact, http://www.cargoyellowpages.com/en/united-kingdom/london/freight-forwarders-amiri-cargo-7846.html"
Ally Global Forwarding Ltd,"sales@allyglobalforwarding.com., marc@allyglobalforwarding.com, sales@airsearoad.co.uk.","+44 (0)161 960 0872, +44 7903 838820","https://www.allyglobalforwarding.com/contact, https://www.allyglobalforwarding.com/, https://www.exporthub.com/ally-global-forwarding-limited/profile.html"
AM Global Logistics Ltd.,"sales@antrim.ifsgroup.com, airlogistics@airlogistics.co.uk.","+44 (0)28 9446 4211, +44 (0)28 9336 9638, 01332 850021","https://m.facebook.com/p/AM-Global-Logistics-Ltd-100069510392015/, https://www.facebook.com/p/AM-Global-Logistics-Ltd-100069510392015/?locale=zh_CN, https://find-and-update.company-information.service.gov.uk/company/01927526"
Allways International Freight Forwarding Ltd,"info@allwaysinternational.co.uk., info@allwaysinternational.co.uk, info@allwaysff.co.uk.","01708 227711, +44 1708 227711, +44 870 762 0000, +44 (0)1708 227711, +44 (0)870 762 0000, 01708 227222, +44 (0) 1709 820 929, +44 (0) 1709 379 261","https://allwaysinternational.co.uk/conatct/, https://allwaysinternational.co.uk/, https://www.crunchbase.com/organization/allways-international-freight-forwarding"
Andalus Cargo Limited,"cconboy@realty.law, opsdxb@afrcargo.com., enquiries@cpa.co.uk.","0330 053 9263, 0800 634 0187, 0792111372","https://www.thegazette.co.uk/notice/4529412, https://find-and-update.company-information.service.gov.uk/company/11015133, https://suite.endole.co.uk/insight/company/11015133-andalus-cargo-limited"
Anglia Forwarding Ltd,"sales@angliafreight.co.uk., london@anglia-forwarding.co.uk., heathrow@anglia-forwarding.co.uk","+44 (0) 1379 872872, +44 1394 694670, +44 1394 671885, +44 (0)20 8569 6565, +44 (0)20 8569 4563, +44 1708 527000, +44 1708 524881, +44 (0)1708 527000","https://www.angliafreight.co.uk/contact/, https://rocketreach.co/anglia-forwarding-limited-profile_b5494eaef9d5124f, http://server1.pla.co.uk/handbook/port_community.cfm?flag=3&class_id=73"
Anglo-Turkish Int Ltd,enquiries@angloturkish.co.uk.,"+44 1536 206 146, +44 1536 262 916, +44 (0)1536 517530, +44 (0)1536 518629, 01536 763555, +44 23 8076 1811","http://www.angloturkish.co.uk/contact, http://www.angloturkish.co.uk/, http://mobile.cargoyellowpages.com/company/7858/sendmail/44487"
Anon Services,"aainformation@gsogb.org.uk., helpline@al-anonuk.org.uk, helpline@al-anonuk.org.uk., enquiries@al-anonuk.org.uk","0800 0086 811, +44 (0)758 382 3449, 01904 644026, 020 7593 2070","https://al-anonuk.org.uk/contact/, https://al-anonuk.org.uk/contact/send-an-email/, https://www.verywellmind.com/al-anon-meeting-topic-acceptance-63305#:~:text=At%20a%20Glance,have%20been%20affected%20by%20alcohol."
APS Freight Ltd,"phil@apsfreight.co.uk., 877078info@apshipping.co.uk, info@apsmith.co, sales@apspackaging.co.uk, hello@theapsgroup.com., recruitment@theapsgroup.com.","01304 825790, 01482 877078, 01304 873444, +44 (0)121 523 0011, +44 (0)121 554 7244","https://www.returnloads.net/members/aps-freight-ltd/contact-us/, https://www.apshipping.co.uk/contact/, https://www.ukhaulier.co.uk/company/freight-forwarders/profile/aps-freight-ltd/"
Ariel Maritime,"london@arielmaritime.com., mail@arielmaritime.com., lisa.glock@quantuma.com, Grahamk@arielmaritime.co.uk","020 8858 2642, 020 8858 1347, 01322 475555, +44 1322 475555, 01202 970438, 01322 280721, 01322 629845","http://arielmaritime.yolasite.com/contact.php, http://mobile.cargoyellowpages.com/company/26337/sendmail/70009, https://m.facebook.com/p/Ariel-Global-Logistics-100068209770569/"
Arab Cargo Company Ltd,info@arabcargo.co.uk,"020 7373 5017, +44 20 7373 1034, +44 20 7373 5017, +44 20 7370 1814, 020 7381 1608, 0820000000","https://arabcargo.co.uk/contact/, https://6sense.com/company/arab-cargo-company-limited/5d9dfc8ca7537b35bb4dde48, https://arabcargo.co.uk/"
Ariel Maritime (U.K) Ltd,"london@arielmaritime.com., mail@arielmaritime.com., lisa.glock@quantuma.com","020 8858 2642, 020 8858 1347, 01322 475555, +44 1322 475555, 01202 970438, 01322 280721, 0 161 848 7275","http://arielmaritime.yolasite.com/contact.php, http://mobile.cargoyellowpages.com/company/26337/sendmail/70009, https://www.linkedin.com/posts/amglob_ariel-maritime-uk-ltd-ariel-global-logistics-activity-6363479741567102976-nPMt?trk=public_profile_share_view"
Arrow Logistics,"admin@straightarrowlogistics.co.uk, support@metalicon.com, support@arrowgroup.com, info@arrow-industrial.co.uk, info@arrowtaxis.net., info@greenarrowlogistics.co.uk., transport@arrow-direct.co.uk.","0800 593 0020, 01482 228202, 02035380521, +447931889003, 01494474764, 03333 050 031, 0116 221 9114","https://www.straightarrowlogistics.co.uk/contact-straight-arrow/, https://www.arrow.ca/logistics/#:~:text=As%20a%20freight%20forwarder%2C%20Arrow,%2C%20and%20cost%2Deffective%20solutions., https://www.arrowgroup.com/contact-us/"
Arrowlink Express Ltd,"info@memberlinks.co.uk, reception@pfe.express, accounts@pfe.express, operations@courierexpress.co.uk., info@bulletexpress.co.uk, lx-headoffice@logisteed.com.","01562630896, 0845 388 7725, +44 (0)1376 533000, +44 (0)1376 533012, 0800 294 2442, +44 (0)330 102 7500","https://find-and-update.company-information.service.gov.uk/company/04943179, https://www.memberlinks.co.uk/arrowlink-express.html, https://find-and-update.company-information.service.gov.uk/company/04943179/more"
Arthur Smith (Grimsby) Ltd,"info@arthursmithgrimsby.co.uk., james@arthursmithgrimsby.co.uk, John@arthursmithgrimsby.co.uk","01472 345221, +44 1472 345221, +44 (0)1472 345221","https://www.arthursmithgrimsby.co.uk/, https://www.hull-humber-chamber.co.uk/members/arthur-smith-grimsby-ltd-63cfaa0e-4861-438f-a12e-bb4725d913af, https://www.lusha.com/business/ff53f0eed2899e76/"
ASHA Freight,"info@ashafreight.comThis, JohnSmith@ashafreight.com, support@ashacreativelogistics.com, us@ashaandco.uk","0161 205 7842, +447538747116, 01242 574 111","http://www.ashafreight.com/contact-us.html, http://www.ashafreight.com/, https://www.neverbounce.com/company/asha-freight/347947777"
Arvelta Logistics,"info@arveltalogistics.com., logistics@velta.co.uk, enquiry@logistics.org.uk., info@arveltalogistics.com","069790731, 028548741, 040884958, +44 (0) 1376 535300, +44 (0)1784 730730, 01892 552360","http://www.arveltalogistics.com/, https://forwarderdirectory.com/listing/arvelta-logistics-limited/, https://forwarderdirectory.com/listing/arvelta-logistics/"
ASK GLOBAL LOGISTICS,"enquiry@logistics.org.uk., info@glfs-ltd.com, sales@alianzaglobal.co.uk., info@jonen.co.uk., sales@unitedglobal.co.uk., info@petersandmay.com","01892 552360, +44 1472 350979, 0330 004 1020, 02380 171811, +44 (0) 161 635 1234, +44 (0)2380 480 480","https://logistics.org.uk/contact-us, https://www.agi.global/news/agi-folkestone-office-focus-2#:~:text=To%20find%20out%20more%20about,at%20agifolkestone%40agi.global., https://askglobal.net/"
Ascope Shipping Services LTD,sales@ascopeshipping.co.uk,"01482 228366, 0844 8709735, +441482228366, +44 1482228366","https://www.ascopeshipping.co.uk/contact-us/, https://www.ascopeshipping.co.uk/, https://www.neverbounce.com/company/ascope-shipping-services/356057909"
Assi Transport Ltd,sales@asi-services.co.uk.,"01442 876381, 07778 924 736","https://www.reputably.uk/listings/1377037, https://weownit.org.uk/company/transport-uk-group#:~:text=Transport%20UK%20Group%20%7C%20We%20Own,Dutch%20state%20owned%20railway%20company., https://find-and-update.company-information.service.gov.uk/company/06423230"
Athus Ltd,"info@athus.co.uk., Invoices.AGC.Glass.UK@eu.agc., enquiries@dreamdesign.co.uk","02080501784, 01202 879 997","https://find-and-update.company-information.service.gov.uk/company/11343283, https://www.dnb.com/business-directory/company-profiles.athus_ltd.7913c69bff5fe2e6e2f99d55b6462e69.html, https://www.companiesintheuk.co.uk/ltd/athus"
Assured Transport Solutions Ltd,"info@assuredtrafficsolutions.co.uk, sales@assuredsolutionsltd.co.uk., lacey@assuredoverland.com","01952 466444, 07414 591 496, +44 (0)1530 272 922, 01952 947000, 07495400098","https://livewell.telford.gov.uk/Services/4211, https://uk.linkedin.com/company/ats-llp, https://www.assuredsolutionsltd.co.uk/contact-us"
Associated Global Logistics Limited,"info@agll.ie, sales@antrim.ifsgroup.com, info@glfs-ltd.com., canadainfo@glfs-ltd.com., audit@atc.in, sales@fortitude-gl.com., operations@fortitude-gl.com.","+44 (0)28 9446 4211, +44 (0)28 9336 9638, +44 (0) 1268 567737, +44 (0) 1268 567739","http://www.agll.ie/contact-us.php, https://www.agi.global/news/agi-folkestone-office-focus-2#:~:text=To%20find%20out%20more%20about,at%20agifolkestone%40agi.global., https://www.agi.global/contact-us"
Astraline Logistics Limited,"info@astralinelogistics.co.uk., info@astralinelogistics.co.uk, usa@astralinelogistics.co.uk, astragarage@astralinelogistics.co.uk.","+44 7521 787777, +44 (0)330 178 5577, +44 (0)7375 491777","https://astralinelogistics.com/contacts/, https://astralinelogistics.com/, https://www.crunchbase.com/organization/astraline-logistics"
Atlas Freight (UK) Ltd,"Airquotes@atlaslogistics.co.uk, info@atlas-courier-express.co.uk, sales@atlashandlinguk.co.uk., Info@AtlasTL.com","+44 724224333, +44 0333 370 2000, +44 121 783 6564, +44 121 783 0908, +44 7872 456 642, +44 (0)1527 520156, 0208 334 4750, +442088317880","https://atlaslogistics.co.uk/contact/, https://atlaslogistics.co.uk/wp-content/uploads/2022/08/Staff-Contact-List.pdf, https://academic.oup.com/book/39292/chapter/338875131#:~:text=Although%20our%20discussion%20so%20far,%3A%20'reasoning%20about%20the%20explanation."
Atlas Freight Connect  Ltd,null,"+44 (0) 121 783 6564, +44 (0) 208 8937880","http://atlasfreightconnect.co.uk/, https://uk.globaldatabase.com/company/atlas-freight-connect-ltd, https://www.neverbounce.com/company/atlas-freight-connect/478815427"
Aurora Forwarding & Fulfilment Ltd,null,"01455 559127, 01455 559128","https://www.storage.co.uk/find-self-storage/organisation/aurora-forwarding-and-fulfilment-ltd, https://find-and-update.company-information.service.gov.uk/company/05087873, https://www.zoominfo.com/c/aurora-forwarding-fulfilment-ltd/346493912"
Atlas Freight Services Ltd,"Airquotes@atlaslogistics.co.uk, enquiries@atlaslogistics.co.uk., sales@atlaspacking.co.uk.","+44 121 783 6564, +44 121 783 0908, +44 7872 456 642","https://atlasfreightservices.com/, https://www.atlasfin.com/support#:~:text=Chat%3A%20accessible%20from%20the%20bottom,1706%20and%20leave%20a%20message., https://atlaslogistics.co.uk/contact/"
Aurora Forwarding & Fulfilment limited,"peter.jackson@auroraforwarding.co.uk., paulm@caves.co.uk","01455 559127, 01455 559128, +44 1455559127, 0116 216 7090","https://www.storage.co.uk/find-self-storage/organisation/aurora-forwarding-and-fulfilment-ltd, https://find-and-update.company-information.service.gov.uk/company/05087873, https://www.zoominfo.com/c/aurora-forwarding-fulfilment-ltd/346493912"
Autair Freight Services,"enquiries@atlanticintl.co.uk, contact@shiptonaija.com.","01582 453313, +44 (0)1527 874980, +44 (0)560 311 1844, +44 (0)1784 253532, +44 (0)23 8086 0999, +44(0)1375 488730","https://www.businessmagnet.co.uk/company/autairfreightservicesltd-8273.htm, https://www.carga.com/new/UKac_en.html, https://www.courierstracking.com/autair-freight-services-inc-contact-phone-number-address/"
Barrington Freight Ltd,"info@barringtonfreight.co.uk, sales@barringtonfreight.co.uk, sales@barringtonfreight.com, John@barringtonfreight.co.uk, JSmith@barringtonfreight.co.uk., Sales@barringtonfreight.co.uk","01268 525444, +44 1268 525444, +44 1268525444","https://www.barringtonfreight.co.uk/contact-us/, https://ciltuk.org.uk/News/Latest-News/ArtMID/6887/ArticleID/36808/CILTUK-reveals-the-Top-30-Logistics-Service-Providers-in-the-UK#:~:text=This%20year's%20list%20recognises%20major,Logistics%20Service%20Providers%20for%202022., https://www.lusha.com/business/652b642887b90e64/"
Barsan Global Logistics,"taipei@barsan.com., berk.ozbek@barsan.com., jane.doe@barsan.com, columbus@barsan.com",0 505 979 3993,"https://www.barsan.com/en/our-contact-information-2/, https://rocketreach.co/barsan-global-logistics-email-format_b5c70408f42e0d36#:~:text=The%20most%20common%20Barsan%20Global,first%5D%5Blast_initial%5D%20(ex., https://www.barsan.com/en/vision-mission/"
Barbour European Ltd,null,0800 917 3000,"https://www.barbour.com/uk/contact-us/, https://www.barbour.com/customer-services#:~:text=The%20Barbour%20Customer%20Service%20team,%3A%20833%2D954%2D2203., https://www.barbour.com/contact-us/"
Baxter Freight,"hello@baxterfreight.com., last@baxterfreight.com, John.Smith@baxterfreight.com, lottie.baxter@baxterfreight.com, media@baxterfreight.com., hello@baxterfreight.com","+44115 975 0400, +44 115 975 0400, +44 7917 362 160","https://baxterfreight.com/privacy-policy/#:~:text=Contacting%20us,%2C%20NG7%202SZ%2C%20United%20Kingdom., https://baxterfreight.com/contact-us/, https://baxterfreight.com/#:~:text=Flexible%20global%20air%20freight%20solutions,through%20our%20partners%20at%20destination."
Baxtermead Ltd,null,null,"https://find-and-update.company-information.service.gov.uk/company/01430227, https://ewf.companieshouse.gov.uk/help/en/stdwf/contactHelp.html#:~:text=If%20you%20can%20not%20find,8.30am%20to%206.00pm.&text=Are%20you%20satisfied%20with%20our%20Service%3F, https://dover.cylex-uk.co.uk/company/baxtermead-ltd--16827972.html"
Binoray Limited,"sales@binaryms.co.uk., support@binary.com., help@bedssu.co.uk, insolvency@beeverstruthers.co.uk","+44 (0)2032 397 236, 01422 525015, 0161 832 4901","https://www.evolvedbinary.com/contact.html, https://binaryglobal.com/contact-us, https://binaryms.co.uk/index.php/solutions/contact/"
Benfleet Forwarding Co,"sales@benfleet.org., sales@benfleet.org","+44 (0)1268 722480, 0115 945 4318","https://www.delamode-group.com/en/benfleet-forwarding-becomes-delamode-anglia-limited/, https://find-and-update.company-information.service.gov.uk/company/02218468, https://contactout.com/company/benfleet-forwarding-ltd-1786396"
Bespoke Logistics Limited,"info@bespokelogistics.co.uk., enquiries@ukwa.org.uk., last@bespokelogistics.co.uk","+44(0)1268 729 680, +44(0)1268 729681, +44 1268 729680, 01268 729680, +44 (0)1484 516 777, +44 (0)1484 539 689","https://bespokelogistics.co.uk/contact/, https://bespokelogistics.co.uk/, https://www.ukwa.org.uk/directory/bespoke-logistics-limited/"
Bibby International Logistics Ltd,"tim.mcfarland@bibbydist.co.uk., tim.mcfarland@bibbyinternational.com., info@ckrservices.co.uk.","0845 601 6662, +44 (0)1375 488660, +44 (0)1375 845668, +44 (0)1394 677245, +44 (0)1394 676374","https://www.bibbylogistics.co.uk/#:~:text=Reach%20out%20today%20by%20dropping,call%20at%200845%20601%206662., https://www.bibbylogistics.co.uk/contact/, http://mobile.cargoyellowpages.com/country/GB/city/tilbury/company/7905"
