
Allfreight International,"lindsay@allfreight.com.au, INFO@ALLFREIGHTFIJI.COM.FJ, BrendanTout@fob.com.au.","0353642918, +61 (0)3 9338 7622, +61 (0)3 9330 2437","https://www.tradeford.com/directory/cargo_allfreight-international-pty-ltd_d4524.html, https://azfreight.com/freight-forwarder/allfreight-international-pty-ltd/"
APC Air & Sea Pty Ltd,"apcbkk@apc.co.th., info@a-p-c.com.au, tony.uva@apclogistics.com.au., garry.fisher@airseagroup.com.au, andrew.hurt@airseagroup.com.au","(07) 3620 4777, +61 (0) 2 9420 4951","http://mobile.cargoyellowpages.com/company/33568/sendmail/24887, http://mobile.cargoyellowpages.com/company/33576/sendmail/28630"
AUSSIE AIR & SEA,"garry.fisher@airseagroup.com.au, andrew.hurt@airseagroup.com.au, media@amsa.gov.au., info@aussiefreight.com., mtpc@abf.gov.au., nationalsarcouncil@amsa.gov.au.","+61 7 3268 2800, +61 7 3268 2920, 02 6275 6413, 02 6279 5828","http://www.airseagroup.com/airsea_australia.htm, https://au.linkedin.com/in/aussie-air-sea-85455410a"
Ausken Logistics,null,null,"https://www.facebook.com/auskenlogistics/#:~:text=Email%20info%40ausken.com.au%20to%20book., https://www.ausken.com.au/contact-ausken"
ASA Logistics Pty Ltd,"info@asalo.com.au., marketing@axima.com.au, marketing@asalogistics.com.au, jenny.cotter@asa-australia.com.au., seaimports@axima.com.au.","+61 (0)2 9695 2300, +61 (0)2 9695 2333, +61 (0)3 8368 5300, +61 (0)3 8368 5333, 0450 063 357","https://asalo.com.au/, http://mobile.cargoyellowpages.com/company/265/sendmail/92601"
Asean Cargo SerVICes Pty Ltd,"asean@asean.com.au, last@asean.com.au",0282216666,"http://www.australianexporters.net/companyID9011.htm, http://www.asean.com.au/contact-us"
Aussie Freight international logistics pty ltd,Rcotter@agility.com.,"+61 3 9339 0800, 07 3868 3888","https://aussiefreight.com/, https://aussiefreight.com/contact/"
Austex Logistics Pty Ltd,John@austex.net.au,+61 3 9568 6601,"https://austex.net.au/contact-2/#:~:text=Please%20call%20Austex%20Logistics%20on,in%20the%20enquiry%20form%20below., https://www.neverbounce.com/company/austex-logistics/348422837"
Australia International Logistics Pty Ltd,"sales@rcinternationallogistics.com., enquiries@actlogistics.com.au., Rcotter@agility.com., sales@gava.com.au","+61 3 6248 3100, +617 3890 0013, +61 3 9339 0800, +613 9335 2566, (02) 9310 4688","https://www.lusha.com/business/194f1dbeea63aea0/, https://www.rcinternationallogistics.com/contact-us/"
Australia Trade & Shipping,"investandtrade@jtsi.wa.gov.au, export@dolphinshipping.com.au, csbkg@au.yangming.com","(03) 8804 1700, (02) 9086 9090, (07) 3808 3244, +61 (0)2 9059 6688","https://www.austrade.gov.au/en/contact-us#:~:text=Email%3A%20media%40austrade.gov,%3A%20%2B61%202%209392%202873., https://www.australiatrade.com.au/contactus/index.html"
Australia Freight Forwarder,"contact@rodiniafreight.com, care@ausff.com.au., sales@ausff.com.au, salesenquiries@mainfreight.com.au., sales@wwcf.com.au., sales@auscus.com.au., melbournedepot@faagroup.com.au., VIC.Warehouse@faagroup.com.au.",null,"https://fiata.org/directory/au/, https://www.ausff.com.au/contact-us/"
Australian Customs Professionals,"info@acpbrokers.com.au, d.jane@auscuspro.com.au, cargoexamsnsw@customs.gov.au, ypaus@professionalsaustralia.org.au.","07 3262 5552, 0423 027 131","http://www.australianexporters.net/companyID7769.htm, https://auscuspro.com.au/contact-us/"
BCR Freight Australia,"John.Smith@bcr.ro, nsw@bcr.com.au, bcr-vic_imports@bcr.com.au., contact@bcr.com.au",null,"https://bcr.com.au/privacy-policy/#:~:text=You%20may%20contact%20us%20with,%3A%20%2B61%202%208396%200000., https://bcr.com.au/contact-us/"
Australian International Shipping SerVICes Pty Ltd,"JohnSmith@austship.com, John@austship.com, iss@issshipping.com.au., Rcotter@agility.com., aus-info@msc.com.","02 8566 7700, 02 8566 7799, (02) 8566 7700, +61 3 9339 0800","https://issshipping.com.au/pages/contact, https://www.lusha.com/business/c960129da08e8b84/"
BDP International,"tijo.thomas@psabdp.com, thaddeus.joymon@psabdp.com., bdpv@austin.org.au., tgreene@bdpint.com",03 9490 7358,"https://psabdp.com/contact-us, https://oabc.org/full-directory/#!biz/id/5c52d54ef033bf32727b23c6"
AVANTI Freight Managment,"Sales@AvantiFM.com.au., John.Smith@avantifm.com.au, JSmith@avantifm.com.au., Sales@AvantiFM.com.au","+61 7 3868 8900, +617 3868 8900","https://avantifm.com.au/contact-us/, https://avantifm.com.au/"
BEST WAY CARGO,"namal@gpsauae.com, ptfeedback@stategrowth.tas.gov.au, admin@wiseway.com.au.",+61 2 9790 7888,"https://aalshipping.com/contact-us/, http://www.cargoyellowpages.com/en/australia/bexley/freight-forwarders-best-way-cargo-37986.html"
Bell Total Logistics Pty Ltd,"bill.clayden@btl.com.au, last@btl.com.au, john.smith@btl.com.au, John.Smith@btl.com.au, JSmith@btl.com.au., brett.clark@btl.com.au",+61 2 9540 6400,"https://btl.com.au/contact/, https://www.lusha.com/business/278671be943ff9b8/"
BRM Global Logistics Pty Ltd,"mebdrup@airlandlogistics.com., info@optim.global., fremantle@fmgloballogistics.com.au., rbevinetto@ifc.com., operations@primeglobal.com.au","+61 (0)3 9376 2439, +61 (0)3 9376 3830, 03 9357 8300, +61 409 433 455, +61 2 8338 0555","http://mobile.cargoyellowpages.com/australia/melbourne/company/289, http://www.moreglobal.com.au/contact.html"
Bollinger Shipping Agency Pty Ltd,"enquiries@bollinger.com.au., info@bollinger.com.au","+61 2 9980 1364, 02 9980 1364, +61 2 9980 1365, +61 (0)2 9980 1364, +61 (0)2 9980 1365, +612 9356 3737","https://www.bollinger.com.au/contact-us/, https://www.bollinger.com.au/"
BR International Logistics Pty Ltd.,"sales@brint.com.au, sales@brint.com.au., last_initial@brint.com.au, JohnS@brint.com.au",02 9771 0711,"https://www.facebook.com/BRiLogistics/#:~:text=Contact%20us%20at%20sales%40brint,com.au%20to%20get%20started., https://www.brint.com.au/contact"
Bullocks Freightmasters International,"enquiries@bullocks.net.au., enquiries@bullocks.net.au",null,"https://bullocks.net.au/contact-us/, https://bullocks.net.au/about-us/"
Cargo Network (Australia),"John@cargonetwork.com.au, JSmith@cargonetwork.com.au., marketing@ccn.com.sg., helpdesk@ccn.com.sg.",+61 (0)7 3260 1166,"https://www.cargonetwork.com.au/contact-us/, http://www.cargonetwork.com.au/"
Cargoclear International Pty Ltd,"sgibbon@cargoclear.com.au, info@cargoclear.com.au.","+617 3630 1244, 0736301244, 07 3630 1244, 07 3868 3888","https://cargoclear.com.au/contact/, https://cargoclear.com.au/"
Cargo Australia Pty.Ltd,null,+61 3 8318 6700,"https://www.shippingaustralia.com.au/contact/, https://www.msc.com/"
Campbell & Ronan Pty Ltd,franks@camronan.com.au,"+61 (0)2 9319 4433, +61 (0)2 9319 4855","http://mobile.cargoyellowpages.com/australia/matraville/company/292, http://www.cargoyellowpages.com/en/australia/matraville/freight-forwarders-campbell-ronan-pty-ltd-292.html"
Cargoconnect,"bne@cargoconnect.com.au, info@cargoconnect.com.au., enquiries@e2ecustoms.com.au, info@cargoconnect-pro.com",+61 7 32601973,"https://www.cargoconnect.com.au/contact-us/, https://www.cargoconnect.com.au/"
Cargotrans International Freight,"ian@cargotrans.com.au, mail@cargotrans.com.au., info@cargotrans.com.au.",+61 3 9086 5846,"https://www.forwarderfocusdirectory.com/FFD%20Members/cargotransau.html, https://www.teralogistics.com/forwarder/cargotrans/"
Cargoimpex,"info@impexdocs.com.au, csimp@au.yangming.com, sales@yourbusinessname.com.au, support@yourbusinessname.com.au, feedback@yourbusinessname.com.au.",null,"https://abr.business.gov.au/ABN/View?id=23672588715, https://www.impexdocs.com.au/contact-us/"
CEO Global Logistics,"tamim_mohd@hotmail.com, mohammedt@shine-on.com.au., vince@ceogloballogistics.com.au, scott@globaltransport.com.au, trent@globaltransport.com.au, james@oglau.com, marcus@oglau.com, robert@sgl.com.au.","0449639792, 0396446488, 0396446466, 0413 949 375, 0410 433 145, 0458 755 171, 0412 025 478","https://rocketreach.co/sheryl-nair-email_119136926, https://contactout.com/Mohammed-Tamim-17177217"
CDS Overseas Pty Ltd,"info@au.cdsfh.com., JohnS@cdsindia.com","02 9364 5900, +61(0)2 9666 9888, 03 9316 2011, +61 738630888","http://www.shippingline.org/company/au-6239/Cds_Overseas_Pty_Ltd.html, http://www.cargoyellowpages.com/en/australia/sydney/freight-forwarders-cds-overseas-pty-ltd-cdssyd-33634.html"
Chess Wilson Removals,"michaelb@chessmoving.com.au., mail@kingandwilson.com.au.",03 9335 1154,"https://www.chessmoving.com.au/contact, http://mobile.cargoyellowpages.com/company/33854/sendmail/77638"
CLARKE GLOBAL LOGISTICS PTY LTD,"enquiry@clarkeglobal.com.au., martin@clarkeglobal.com.au., enquiry@clarkeglobal.com.au, martin@clarkeglobal.com.au","+613 9854 3000, 03 9854 3000, +61 3 9854 3000, +61 3 9854 3099","https://www.facebook.com/clarkeglobal/#:~:text=Contact%20us%20at%20%2B613%209854,services%20provided%20by%20Clarke%20Global.&text=Clarke%20Global%20Logistics%20Pty%20Ltd%20is%20in%20Melbourne%2C%20VIC%2C%20Australia,-Apr%204%F3%B0%9E%8B, https://www.clarkeglobal.com.au/contact-us/"
Complete Freight Pty Ltd,info@completefreight.net.au.,null,"https://completefreight.net.au/#:~:text=If%20you%20have%20a%20query,sea%20freight%20and%20customs%20brokerage., https://www.completefreightservices.com.au/"
Concordia International Forwarding,null,null,"https://www.concordiafreight.com/, https://azfreight.com/freight-forwarder/concordia-international-forwarding-corp-10/"
Complete Shipping Consultants,"alan@completeshipping.com.au., info@crlab.com.au., anz.customerservice@cengage.com","+61 (0)404497625, (03) 9681 7653","https://www.completeshipping.com.au/inquiries/new, https://www.completeshipping.com.au/"
Crystal Customs Clearances Pty Ltd,"sales@premierawards.com.au., sales@compliantcustoms.com.au.","02 9771 3666, +612 9771 3666, +61 4 0728 0155","https://www.volza.com/company-profile/crystal-customs-clearances-405-princes-highway-st-peters-29800556, https://abr.business.gov.au/ABN/View/51%20003%20803%20727"
D & D Worldwide Logistics,null,"03 5222 2579, +61 3 52222579, +61 2 9264 2655","https://www.ddwlogistics.com/contact-us, https://www.lusha.com/business/feb7ea273dd05a8e/"
Dart Express Australia Pty Ltd,Siobhan.Banks@unisa.edu.au.,(03) 9038 9999,"https://www.yelp.com/biz/dart-express-australia-tullamarine, https://people.unisa.edu.au/siobhan.banks"
Customs Agency Services,"info@caspl.com.au, jane@caspl.com.au, sales@auscus.com.au., cargoexamsnsw@customs.gov.au, info@caspl.com.au.",(02) 8339 6380,"https://www.caspl.com.au/contact-us, https://caspl.com.au/"
Danona Customs & Forwarding Pty Ltd,"info@danonacf.com.au, jose@danonacf.com.au.","(02) 9773 0175, (02)4323 0238, +61 425 217 592","http://danonacf.com.au/, https://danonacf.com.au/contact/"
Dash Freight,"info@dashfreight.com.au, rob@dashfreight.com.au, operations@dashts.com.au., sales@dashoffroad.com.au., intl@dashoffroad.com.au., contact@dashanddotco.au","0423 136 053, 0408 002 882","https://www.dashfreight.com.au/privacy-policy, https://www.lusha.com/business/b9bf2c4cba1f872e/"
Depth Logistics,enquiries@depthlogistics.com,"+61 7 3054 4670, (07) 3054 4670, +61 7 4829 5219, +61 2 8004 4528, +61 2 6100 6254, +61 3 8669 1770, +61 7 4401 5611","https://depthlogistics.com/locations/, https://depthlogistics.com/"
DAZMAC Pty Ltd,"daryl@dazmac.com., sales@dazmac.com.",+61 7 3103 9122,"https://www.dazmac.com.au/contact-us.html, https://www.dazmac.com.au/about-us.html/"
DH Pacific Freight,"sales@pacificfreightlink.com.au, australia@iss-shipping.com., inquiry@cognizant.com, sales@faagroup.com.au","+61 406 207 442, +61 2 9410 8888","https://pacificnational.com.au/contact/, https://www.pacificfreightlink.com.au/pages/contact"
Deep Blue Australia Pty Ltd,"info@deepblue.net.au, marketing@deepblueac.com.au, info@deepbluecabinets.com.au., sales@deepblueimports.com.au.","(03) 9334 2555, 0405 356 933","https://www.deepbluecompany.com.au/contact-us/, https://rocketreach.co/deep-blue-company-profile_b45db807fc60c648"
Direction Freight International,"operations@dgair.com.au., sgibbon@cargoclear.com.au",+61 3 9236 5000,"https://azfreight.com/freight-forwarder/direction-freight-international-pty-ltd/, http://www.cargoyellowpages.com/en/australia/port-adelaide/freight-forwarders-direction-freight-international-pty-ltd-341.html"
Discount Freight,"info@discountfreight.com.au., sales@faagroup.com.au",+61 2 8231 6498,"https://www.freightforwarderquoteonline.com.au/discount-freight-quote-australia-save/#:~:text=Send%20to%20info%40freightforwarderquoteonline.com,quote%20and%20try%20us%20out!, https://au.linkedin.com/in/discountfreight"
Dragon Logistics,"sales@dragonlogistics.com.au., NiceTry0@orsitamet.com., sales@earthcruiser.net.au.",null,"https://www.dragonlogistics.com.au/, https://azfreight.com/freight-forwarder/dragon-logistics/"
Dynamic Freight Management,"sales.bdl@Bdynamic.com.au, admin@freightmanagement.com.au.","(07) 3268 4664, (07) 3123 6926, +61 2 9449 6435","http://mobile.cargoyellowpages.com/company/32319/sendmail/93104, https://www.cargoagentnetwork.com/australia/dynamic-freight-management-pty-ltd/"
E-Cargo.com.au,"sales@cargocycles.com.au., info@cargoclear.com.au., info@transcocargo.com.au, online@silverback.com.au., enquiries@uniaircargo.com.au, quotes@expresscargo.com.au, accounts@expresscargo.com.au, sales@wwcf.com.au.","+61 3 8560 2680, +61 3 9357 7228, +612 8068 5200, +61 413 445 835","http://www.shippingline.org/company/au-7069/E_Cargo_com_au.html, https://cargocycles.com.au/contact/"
Excel Logistics Pty Ltd,paul@excellogistics.com.au,"0297922802, +61 2 9792 2385, +61 3 8339 0717, +61 3 8339 0676, 02 9364 5900, +61 297922802","https://excellogistics.com.au/contacts/, https://www.iata.org/en/publications/directories/cargolink/directory/excel-logistics-pty-ltd/7467/"
Excess Baggage Co.,"info@excessluggage.co.uk, info@excessbaggage.ie., cameron.davidson@excess-baggage.com., sales@excess-baggage.com",null,"https://www.excess-baggage.com/contact-us.php, https://www.excessbaggage.com.au/site/form.php"
Exim Global Logistics,"exim@eximex.com., exim@eximex.com.au., minesh@eximlogistics.net., admin@eximtrading.com.au., exim.express22@gmail.com",+61 408 239 872,"http://eximex.com.au/new_wp/, https://www.eximlogistics.com/"
Excel Worldwide Logistics,"info@excellogistics.com.au, info@excelgls.com., paul@excellogistics.com.au., peeyush@exlww.com.","+61 2 9792 2802, 03 9715 2393, 0421912129, 0297922802, +61 2 9264 2655","https://excellogistics.com.au/contacts/, https://www.facebook.com/ExcelWorldwideLogistics/"
Exotrans Global Logistics Pty Ltd,"info@exotrans.com.au, info@exotrans.com.au., info@nowglobal.net., sales@nowglobal.net., hidden.email@gmail.com",+61 2 8107 1881,"https://exotrans.com.au/, https://www.all-forward.com/net/exotransgloballogisticsptyltd"
EXPORTAIR,"exports@exportair.com.au., exports@exportair.com.au, info@exportair.com.au., expair@xli.aero, BNEexpair@xli.aero, sales@wwcf.com.au., info@exportfinance.gov.au., exportonline@exportfinance.gov, ExportAir@uicargo.com, exportair@greenair.co.id.",+61 7 3216 2288,"https://exportair.com.au/contact-export-air/, https://exportair.com.au/"
Export Consolidation Services (Australia) Pty Ltd,Info@ecsaus.com.au,+61393532200,"https://www.lusha.com/business/19565b94968843a9/, https://www.globalaffinityalliance.com/directory/members/63907"
Export freight systems,"ian@efsau.com.au, chris@efsau.com.au, John@efsau.com.au, info@completefreight.net.au","+61 405 424 696, +61 437 557 049","https://www.efsau.com.au/contact-us, https://www.neverbounce.com/company/export-freight-systems/402962413"
Express Logistics International Pty Ltd,"support@exp-logistics.com., nsw@icecargo.com.au, JSmith@icecargo.com.au, John@icecargo.com.au.",null,"https://www.exp-logistics.com/contact/, https://www.dnb.com/business-directory/company-profiles.express_logistics_pty_ltd.bf333e2ff0cdc731a01022977cf89b1f.html"
Express Freight Management,"lae@efmpng.com, brent@teamexpress.com.au., last@expressfreight.com.pg","0419 312 831, (03) 9596 7387, +61 7 3860 6116","https://expressfreight.com/contact/, https://expressfreight.com/locations/freight-forwarder-australia/"
F L Air Freight Pty Ltd,"operations@dgair.com.au., accounts@dgair.com.au., posin@groupconcorde.com.",null,"https://www.freightpeers.com/fla-pty-ltd.html, https://au.linkedin.com/in/fl-air-freight-pty-ltd-1b386549"
First Mate Freight Forwarding Pty Ltd,null,null,"https://www.abr.business.gov.au/ABN/View?id=92131672510, https://www.freightnet.com/profile/22597.htm"
Frank Cridland Ray Katte Customs,tarcon@customs.gov.au.,null,"https://bcr.com.au/freight-forwarding-companies-3pl-logistics/, https://bcr.com.au/our-team/"
First Logistics Pty Ltd,null,null,"https://www.firstlogistics.com.au/contact/, https://www.lusha.com/business/f61aafcd71294f53/"
Freight & Customs Management International,"info@edicustoms.com.au., sales@freightmart.com.au., BrendanTout@fob.com.au., enquiries@bullocks.net.au., Compliance1@customs.gov.au.",null,"https://edicustoms.com.au/contact-us/, https://www.fcmi.com.au/"
freight forwader,"amandao@xtremefreight.com., sales@wwcf.com.au., salesenquiries@mainfreight.com.au., email@teamtransport.com.au, contact@bcr.com.au., enquiries@freight-world.com.au., sales@gava.com.au","+61 2 8396 0000, +61 2 8396 0099, (03) 9330 2399","https://www.magellanlogistics.com.au/contact-us/, https://www.freightforwarderquoteonline.com.au/contact-freight-forwarder-quote-online-australia/"
Freight Plan International Pty Ltd,"info@freight-biz.com.au., australia@kotug.com., aus-info@msc.com., tina.parfitt@portofmelbourne.com., info.australia@nptgroup.com.au.","03 9054 6612, +61 428 878 315, (03) 8588 4888","https://www.iata.org/en/publications/directories/cargolink/directory/freight-biz-international-pty-ltd/30/, https://www.plan.org.au/contact-us/"
Freight Mart International,"sales@freightmart.com.au., John.Smith@freightmart.com.au, JSmith@freightmart.com., sales@freightmart.com.au",03 9054 6612,"https://freightmart.com.au/contact-us/, https://freightmart.com.au/"
Freight Management Australia Pty Ltd,"admin@freightmanagement.com.au., info@bossfm.com.au, info@freight-links.com.au., melbournedepot@faagroup.com.au., VIC.Warehouse@faagroup.com.au., bookings@freightmanagement.com.au, info@edicustoms.com.au., sales@flsa.com.au","+61 2 9588 4177, +61 422 055 188, (02) 8787 0777, (02) 8787 0707, +61 7 3860 6116, +61 410 355 355","https://freightmanagement.com.au/contact-us/, https://freightmanagement.com.au/"
Freightnet International,"mail@freightnet.com.au., mail@freightnet.com.au, mail@freightnetvic.com.au.","0295885537, (02) 9588 5537","http://www.australianexporters.net/companyID48747.htm, https://www.freightnet.com.au/contact-us"
FreightCare,info@freightcare.net.,null,"https://www.zoominfo.com/c/freightcare-pty-ltd/347054243, https://www.azomining.com/Suppliers.aspx?SupplierID=3420"
Freight Solution,"cs@worldfs.com, customerservice@logifix.com.au, melbournedepot@faagroup.com.au., VIC.Warehouse@faagroup.com.au., shipsmarter@pivotfreight.au, matt@peakfreightsolution.com.au, ops@cfsolutions.com.au, sales@localfreight.com.au, connect@localfreight.com.au., operations@localfreight.com.au., accounts@localfreight.com.","+61 3 9101 8041, 03 6232 9600, 07 3207 9537, 03 9568 6609, 0412 247 183","https://worldfreightsolutions.com.au/contact-us/, https://logifix.com.au/contact-us/"
Freight-World Corporation Pty. Ltd.,"ratequotes@freight-world.com.au., ratequotes@freight-world.com.au, enquiries@freight-world.com.au.","(03) 8840 7401, (02) 8323 7246, (07) 3036 7425, +61 7 3036 7425, +61 3 8840 7401","https://www.facebook.com/freightworldaustralia/, https://www.freightcompanybrisbane.com.au/contact-us/"
Freight Systems International Pty. Ltd,"sales@freightmart.com.au., info@freight-biz.com.au., Rcotter@agility.com., sgibbon@cargoclear.com.au, china@linklogistics.com.cn","+61 3 9339 0800, (03) 8840 7401, (02) 8323 7246, (07) 3036 7425","https://freightmart.com.au/contact-us/, https://www.iata.org/en/publications/directories/cargolink/directory/freight-biz-international-pty-ltd/30/"
Fritz Fliway Pty Ltd,"fliwayenquiries@fliway.com, importups@vxr.velogic-re.com.",null,"https://www.fliway.com/contact-us.aspx, https://abr.business.gov.au/AbnHistory/View/89001646420"
Freightworks International,"customerservice@freightworks.com., sales@apaolsen.com.au., ratequotes@freight-world.com.au.",(07) 3036 7425,"https://www.freightworks.com/ContactUs, https://www.freightworks.com.au/contact"
G. & J. Leyshon & Sons Pty. Ltd.,"info@easyfreight.com.au., info@leyshon.com.au., info@leyshon.com.au",null,"https://www.cargoyellowpages.com/en/australia/adelaide/freight-forwarders-g-j-leyshon-sons-pty-ltd-371.html, https://www.meetingselect.com/en/venue/g--j-leyshon--sons-pty-ldt"
Gary Williams Customs Agency,"wordsbygary@gmail.com., brokers.licensing@border.gov.au.","+617 3267 1225, +61 732670575, 07 3236 5100, 02 8338 9369","http://www.shippingline.org/company/au-8045/Gary_Williams_Customs_Agency.html, https://rocketreach.co/gary-williams-email_7008515"
Galaxy Freight International P/L,"contact@galaxyfreight.com, paul@galaxyfreight.net.au., del@galaxyfreight.com.","(02) 9531 7888, +61 295317888","https://www.galaxyfreight.com/, https://www.yellowpages.com.au/nsw/caringbah/galaxy-freight-international-15171155-listing.html"
Gavos Freight Solutions,"John@gfs.net.au, customs@gfs.net.au.","+61 393354703, 0400101270, (02) 8298 0888","https://www.neverbounce.com/company/gavos-freight-solutions/347226117, https://au.linkedin.com/company/gavos-freight-solutions-pty-ltd"
Gavs Bikes and Boats,gav@gavsbikes.com.au.,0439 992 410,"https://margaretriverdirectory.com.au/listing/gavs-bikes-and-boats/, https://www.smallengineworx.com.au/pages/about-us"
Global air & sea services,"info@globalairsea.com.au, jane@globalairsea.com.au, enquiries@nqcs.com.au","(03) 9333 0009, +61 3 9333 0009, +61 7 4772 2400, +61 7 4772 3121","https://globalairsea.com.au/contact-us/, https://globalairsea.com.au/"
GREAT GLOBAL AGENTS PTY LTD,"australia@greatglobalagents.com., australia@greatglobalagents.com, admissions@migrationcorp.com.au","+61 (0)3 9310 3233, +613 9310 3233, 02 9790 0050","http://www.australianexporters.net/companyID48303.htm, https://www.greatglobalagents.com.au/"
Groupair Australia,"jeremy@climategroup.com.au, nick@climategroup.com.au, admin@airelitegroup.com.au.","+61 422 198 627, +61 410 667 250, +61 2 9982 9666","https://azfreight.com/freight-forwarder/groupair-sa-pty-ltd/, https://www.climategroup.com.au/contact-us/"
Hills Logistics,"logistics@hillsfreightmanagement.com.au., customerservice@gmklogistics.com.au., info@shieldlogistics.com.au., info@pillogistics.com.au, enquiriesnsw@hillstankers.com.au.","0482 617 863, 03 9017 0101, 02 4918 5888","http://www.australianexporters.net/companyID49172.htm, https://www.hillsfreightmanagement.com.au/blank-4"
GS logistics Pty Ltd,null,(02) 8739 4974,"http://www.gslogistics.com.au/contact.asp, https://www.gandslogistics.com.au/contact"
IFB Network Pty Ltd,"imports@prospectors.com.au., John@ifbnetwork.com.au, info@inalcafb.com.au","+61 (0)2 9839 3100, +61 (0)2 9666 3355","http://mobile.cargoyellowpages.com/company/399/sendmail/42173, http://www.cargoyellowpages.com/en/australia/sydney/freight-forwarders-ifb-network-pty-ltd-399.html"
Intergroup Australia,"intergroupwa@intergroupwa.com.au., first@intergroupaustralia.com.au, sales@intergroup.net.au., maciek@rtogroup.com.au., melbourne@intergroupaustralia.com, sales@intergroup.net.au, wearproducts@intergroup.net.au",07 3397 5088,"https://www.intergroupaustralia.com.au/contact-us, https://intergroupwa.com.au/contact-us/"
Intercontainer Pty Ltd,"k.chernikeeff@aawglobal.com.au., hello@modulategroup.au",(02) 9555 7666,"https://azfreight.com/freight-forwarder/intercontainer/, http://www.shippingline.org/company/au-8935/Intercontainer_Pty_Ltd.html"
International Cargo Express Pty Ltd,"nsw@icecargo.com.au, last@icecargo.com.au, JSmith@icecargo.com.au, John@icecargo.com.au., nsw@icecargo.com.au.","+61 2 9669 7800, +61 2 9669 7802, 02 9669 7800, +61 (0)3 9338 4755, +61 (0)3 9338 4010","https://icecargo.com.au/contact/, https://icecargo.com.au/"
Interport Cargo SerVICes BNE  Pty Ltd,null,"07 3308 8888, 07 3348 6922, +61 7 3308 8888, 02 9738 3800","https://www.interportcargo.com.au/contact/, https://www.interportcargo.com.au/"
